Setting,Timestamp,Channel_0,Channel_1,Channel_2,Channel_3
170,47687,6300,4670,17624,16350,
170,48310,6147,4681,17625,16347,
170,48931,6026,4676,17626,16350,
170,49552,5951,4684,17625,16345,
170,50175,5857,4675,17625,16353,
170,50796,5806,4682,17626,16356,
170,51419,5756,4677,17625,16356,
170,52041,5721,4689,17625,16357,
170,52662,5684,4684,17627,16351,
170,53283,5648,4710,17625,16359,
170,53906,5620,4665,17628,16347,
170,54527,5597,4638,17628,16353,
170,55147,5574,4717,17628,16353,
170,55766,5549,4715,17628,16349,
160,43283,15508,5424,17623,16313,
160,43904,9083,5391,17624,16276,
160,44526,7003,5395,17623,16300,
160,45144,6014,5395,17622,16326,
160,45765,5403,5398,17623,16347,
160,46386,5031,5398,17623,16333,
160,47009,4748,5402,17623,16343,
160,47631,4570,5401,17624,16362,
160,48253,4453,5397,17624,16332,
160,48874,4332,5411,17625,16348,
160,49495,4210,5407,17625,16330,
160,50119,4225,5403,17625,16316,
160,50740,4171,5407,17626,16350,
160,51362,4130,5401,17625,16363,
160,51984,4046,5402,17625,16347,
160,52607,4022,5396,17627,16363,
160,53227,4073,5413,17626,16352,
160,53849,4033,5403,17627,16344,
160,54470,4017,5400,17626,16362,
160,55091,3969,5400,17626,16352,
160,55710,3982,5387,17627,16361,
110,43001,15434,8839,17622,15339,
110,43624,1000,8897,17623,15390,
110,44244,551,8918,17622,15342,
110,44863,401,8917,17622,15272,
110,45482,315,8957,17623,15283,
110,46104,285,8925,17623,15204,
110,46726,263,8930,17623,15293,
110,47349,241,8930,17623,15332,
110,47970,236,8930,17625,15264,
110,48593,217,8922,17626,15262,
110,49214,228,8923,17627,15284,
110,49836,210,8915,17625,15338,
110,50458,204,8929,17625,15382,
110,51080,201,8930,17626,15412,
110,51702,182,8917,17625,15313,
110,52325,199,8940,17626,15298,
110,52946,207,8934,17627,15335,
110,53567,203,8916,17627,15238,
110,54188,193,8924,17627,15291,
110,54809,194,8958,17628,15256,
110,55430,173,8948,17627,15321,
100,42945,12755,9447,17622,14796,
100,43567,3537,9442,17623,15389,
100,44187,2198,9450,17623,15394,
100,44807,1715,9468,17622,15411,
100,45426,1591,9473,17624,15421,
100,46048,1214,9476,17622,15421,
100,46669,1212,9489,17624,15426,
100,47292,1086,9480,17623,15425,
100,47914,1015,9470,17625,15422,
100,48537,1065,9462,17626,15419,
100,49157,1046,9479,17625,15424,
100,49779,1007,9481,17624,15425,
100,50402,980,9490,17625,15439,
100,51024,945,9476,17627,15434,
100,51646,982,9487,17625,15437,
100,52268,985,9484,17626,15435,
100,52889,943,9477,17626,15428,
100,53511,893,9489,17627,15437,
100,54132,928,9474,17628,15426,
100,54752,870,9484,17627,15439,
100,55373,960,9481,17627,15431,
120,43057,14472,8253,17623,14765,
120,43680,905,8304,17623,14754,
120,44300,522,8325,17622,14755,
120,44918,386,8291,17623,14745,
120,45539,301,8290,17624,14737,
120,46160,259,8296,17623,14741,
120,46782,242,8308,17623,14736,
120,47406,225,8304,17624,14727,
120,48027,223,8304,17625,14731,
120,48650,206,8306,17625,14733,
120,49270,201,8303,17625,14736,
120,49892,197,8305,17625,14738,
120,50515,194,8309,17625,14742,
120,51137,188,8292,17626,14742,
120,51758,185,8313,17625,14744,
120,52381,187,8299,17626,14742,
120,53002,188,8297,17626,14741,
120,53623,187,8303,17628,14740,
120,54245,177,8301,17627,14738,
120,54865,178,8295,17626,14727,
120,55486,181,8293,17628,14749,
130,43114,14416,7590,17623,14732,
130,43737,1197,7606,17623,14765,
130,44356,726,7606,17622,14778,
130,44974,539,7616,17623,14788,
130,45595,445,7657,17623,14797,
130,46217,395,7604,17623,14792,
130,46839,365,7624,17623,14800,
130,47461,341,7603,17624,14804,
130,48083,325,7613,17625,14803,
130,48706,314,7619,17625,14803,
130,49327,306,7612,17625,14802,
130,49949,299,7626,17624,14802,
130,50570,293,7646,17625,14805,
130,51193,289,7618,17626,14808,
130,51815,285,7624,17625,14798,
130,52438,281,7619,17625,14803,
130,53058,276,7619,17626,14807,
130,53679,274,7622,17628,14807,
130,54301,273,7619,17627,14808,
130,54922,269,7619,17627,14809,
130,55543,270,7618,17627,14806,
140,43170,15699,6848,17624,15783,
140,43793,3861,6864,17622,15674,
140,44413,2564,6861,17624,15751,
140,45031,2070,6871,17623,15788,
140,45652,1700,6876,17623,15713,
140,46273,1557,6876,17623,15755,
140,46895,1507,6874,17623,15678,
140,47518,1408,6876,17624,15778,
140,48140,1328,6871,17626,15704,
140,48762,1295,6872,17625,15676,
140,49383,1313,6873,17625,15700,
140,50006,1222,6869,17625,15714,
140,50627,1203,6875,17626,15697,
140,51250,1222,6879,17626,15679,
140,51871,1208,6878,17626,15708,
140,52494,1160,6870,17625,15714,
140,53114,1172,6873,17626,15686,
140,53736,1191,6862,17627,15706,
140,54357,1118,6876,17626,15756,
140,54978,1138,6879,17627,15706,
140,55599,1125,6878,17627,15637,
150,43227,15230,6102,17623,15646,
150,43850,5981,6096,17622,15653,
150,44469,4293,6118,17623,15660,
150,45087,3462,6120,17623,15662,
150,45709,3027,6120,17623,15665,
150,46330,2779,6121,17622,15665,
150,46952,2591,6142,17623,15665,
150,47574,2467,6124,17625,15663,
150,48196,2355,6160,17625,15665,
150,48819,2313,6123,17624,15667,
150,49440,2278,6119,17626,15669,
150,50062,2246,6116,17625,15667,
150,50683,2164,6117,17626,15669,
150,51306,2160,6118,17625,15670,
150,51928,2135,6118,17626,15663,
150,52551,2139,5987,17626,15667,
150,53170,2125,6117,17626,15666,
150,53792,2059,6126,17628,15669,
150,54414,2062,6123,17627,15668,
150,55035,2054,6124,17627,15666,
150,55653,2038,6119,17627,15668,
