Setting,Timestamp,Channel_0,Channel_1,Channel_2,Channel_3
150,2147,3289,6101,17627,15663,
150,2769,2961,6101,17627,15664,
150,3391,2801,6099,17628,15667,
150,4014,2689,6047,17627,15669,
150,4641,2561,6075,17628,15666,
150,5267,2543,6101,17629,15674,
150,5889,2491,6136,17629,15674,
150,6512,2430,6076,17628,15664,
150,7134,2422,6088,17629,15666,
150,7756,2357,6103,17630,15666,
150,8378,2356,6094,17629,15666,
150,9000,2314,6108,17630,15673,
150,9625,2314,6135,17629,15673,
150,10247,2309,6095,17629,15671,
150,10867,2284,6136,17628,15674,
150,11491,2279,6105,17631,15668,
150,12112,2289,6108,17630,15666,
150,12735,2269,6091,17631,15669,
