channel_id,baseline_140,baseline_150,baseline_152,baseline_155,baseline_157,baseline_160,baseline_162,baseline_165,baseline_167,baseline_170,baseline_172,baseline_175,baseline_177,baseline_180,baseline_182,baseline_185,baseline_187,baseline_190,baseline_192,baseline_195,baseline_197,baseline_200,baseline_202,baseline_205,baseline_210,baseline_212,baseline_215,baseline_217,baseline_220,baseline_222,baseline_225,baseline_227,baseline_230,baseline_232,baseline_235,baseline_237,baseline_240,baseline_242,baseline_245,baseline_247,baseline_250,max_reaction_R_140,max_reaction_R_150,max_reaction_R_152,max_reaction_R_155,max_reaction_R_157,max_reaction_R_160,max_reaction_R_162,max_reaction_R_165,max_reaction_R_167,max_reaction_R_170,max_reaction_R_172,max_reaction_R_175,max_reaction_R_177,max_reaction_R_180,max_reaction_R_182,max_reaction_R_185,max_reaction_R_187,max_reaction_R_190,max_reaction_R_192,max_reaction_R_195,max_reaction_R_197,max_reaction_R_200,max_reaction_R_202,max_reaction_R_205,max_reaction_R_210,max_reaction_R_212,max_reaction_R_215,max_reaction_R_217,max_reaction_R_220,max_reaction_R_222,max_reaction_R_225,max_reaction_R_227,max_reaction_R_230,max_reaction_R_232,max_reaction_R_235,max_reaction_R_237,max_reaction_R_240,max_reaction_R_242,max_reaction_R_245,max_reaction_R_247,max_reaction_R_250,responsivity_140,responsivity_150,responsivity_152,responsivity_155,responsivity_157,responsivity_160,responsivity_162,responsivity_165,responsivity_167,responsivity_170,responsivity_172,responsivity_175,responsivity_177,responsivity_180,responsivity_182,responsivity_185,responsivity_187,responsivity_190,responsivity_192,responsivity_195,responsivity_197,responsivity_200,responsivity_202,responsivity_205,responsivity_210,responsivity_212,responsivity_215,responsivity_217,responsivity_220,responsivity_222,responsivity_225,responsivity_227,responsivity_230,responsivity_232,responsivity_235,responsivity_237,responsivity_240,responsivity_242,responsivity_245,responsivity_247,responsivity_250
4,27554.050734148263,31609.46259594463,45712.3645023453,74294.3367167842,106070.79794087369,126798.8030086136,151876.19688421924,167513.427202787,177198.89440006058,183574.0202426989,179685.52707938658,174649.03963934004,162086.87073086933,151876.36306097225,144267.43622221472,133393.54071151855,125925.04925473924,114541.05771324552,108016.24145202668,97625.17083215214,89447.50876589844,82815.12112718468,76300.2338561438,72889.96360410917,67048.55031108549,62682.0229345401,58073.23951678252,53732.67222109101,49916.81112068036,45972.098963346856,44141.79438674008,41017.35025266938,38824.862185903,38487.71844495559,36486.69091461683,34488.018771267045,33138.10004607613,32252.001208877064,30890.87455618123,29733.007895903946,29069.963508491048,8128.692231097933,9201.560080644213,13246.834003681925,17265.421674696707,25744.447258595043,28120.97489711368,33630.70000508515,38316.3065694625,43378.71746215354,47414.66692989908,48951.19694518184,49788.263929222805,46533.22050899176,43129.91887127819,40276.89260685188,37053.69179427853,34514.21786346311,31566.947119207063,28612.563066582683,26983.344291036592,25078.595739691104,22846.67053411644,21000.348289331632,20052.66425688405,18588.103093351056,17130.38030001611,15951.701723856942,14673.591235877404,13778.64264948658,12836.245352604172,12360.86147636616,11518.515275846665,11014.486334285592,10398.093459034317,9922.094202083132,9532.062043669595,9207.973300184589,8888.265809332084,8578.532144493796,8435.467101021215,8221.67280296567,2.389727394123097,2.4352286263322007,2.450814322096862,3.303071081412744,3.120142758375241,3.509047195999885,3.515998681599096,3.37185736832716,3.0849270049226467,2.8716716182801973,2.6707075269396987,2.5078354988961817,2.4832506531446445,2.521369087529453,2.581890927645,2.600006753770103,2.6484978379893693,2.6285123575840648,2.7751333636440814,2.6179789198547034,2.566687293592467,2.624822312884437,2.6332842105721173,2.634926644676961,2.6070679172781586,2.659114499313314,2.640567039310277,2.661862413729564,2.622766943777322,2.5814288135291994,2.57109368721094,2.560992825063073,2.5248908580557243,2.7014207072274186,2.6773175270757346,2.618106828644818,2.5988484073267046,2.628604488292263,2.600951075996002,2.52476128942574,2.535772367151988
0,22106.33976493727,25704.803098142685,41790.52374704125,62505.75152017102,89160.37448717275,109243.05417854727,125709.2501631177,135325.93261429569,141036.67585000597,142786.36097473087,140530.14102291857,135605.61552539543,128556.17832897972,121982.03831976705,112920.31441620002,105088.7659785688,96751.2962448996,89182.48244381952,81750.03163014668,75383.30536748511,70239.26030935618,65355.311299082096,60580.24176662587,56262.7521298758,52676.12963012013,49153.58315906943,45229.49577894632,41813.56580998268,39147.58606681722,36350.78359287856,34287.34302432808,32604.683426802425,30854.673005059427,29270.917883203067,27838.30912843074,26670.659103137405,25414.5452459382,24598.46995241885,23677.759274906755,23098.27321780057,22574.721308506952,21216.330206286897,23364.444234197355,34736.741980060135,56875.97054955039,77632.15133004247,98994.9304905064,112735.39776802826,127377.24180146203,133274.01696620256,134531.4311222043,133274.01696620256,127085.17548138017,122257.59781000752,114793.3211972235,106070.79794087369,98866.96919190306,90163.45093186352,83418.43590432678,77088.30163489646,71281.50247081595,65975.7923687711,61493.04086371565,56684.44089372305,52954.01583093129,49328.20064607039,46479.45163737862,42298.88895459543,39555.188639901535,37080.07267077954,34634.161475898654,32688.106012224835,30875.312883365,29469.0101321381,27811.333916065112,26404.57514892858,25430.52338798056,24287.694065882843,23464.53702864258,22701.552449133083,22156.27028870616,21666.7299247943,0.0419492697368861,0.1001675383538489,0.2030639998140926,0.0989834708089238,0.1484980508670901,0.10352170194234,0.1150823312992188,0.0624027550009518,0.0582458536218051,0.061360603865338,0.0544451515898716,0.0670451137336913,0.0515189291446771,0.0626231304014002,0.0645749500172934,0.0629309954327526,0.0730655852781692,0.0690979934711744,0.0604725995564019,0.0575437210845621,0.0646217011954091,0.0628082524643109,0.068727869790707,0.062483198809859,0.0678704866628141,0.0575336288937686,0.0692833049940546,0.0570943344662246,0.0557580729248934,0.0495644197470892,0.0489241258427501,0.056011433794058,0.0470210185787733,0.0524816239143002,0.0542986952607846,0.0487656386868931,0.0463959722565121,0.0483253908820833,0.0430017650978293,0.0425163132973056,0.0419071722804644
1,25801.341125527324,30163.72208486872,49513.42177213318,70796.88030846787,99329.68853416122,124425.6714476752,145538.8769908591,155802.62332650064,163683.14057969573,165476.29832417995,163161.08580837952,156487.4417261301,148863.38138479687,140910.51139736193,131533.88376131264,122292.14284185412,112889.75732845443,104395.14751721355,96256.63735448994,89426.30250562694,82103.60119822036,76603.40149176607,70861.0027577587,66179.57397384202,61730.82357947988,57039.428926783,53136.5905107993,49124.45000720972,45822.236418378365,42895.893882360455,40447.15607248944,38033.36250827792,35930.06381631967,34406.41783139644,32588.034872131226,31197.59872783752,29796.40332510464,28767.06915725358,27820.41603284394,27017.909005807796,26254.118417844213,24602.28857507357,26632.40014380311,31281.497145086803,38648.153082722274,51980.03206696252,65094.94185064709,79024.77197791729,89559.69202390841,102756.61994761322,113353.45910805052,118118.14904823076,124532.89783047528,127341.90929014373,128482.04169850762,122119.583636972,113945.2201112121,104921.70680710404,96825.69338783238,89738.12001289926,82439.50074808534,75681.39607857334,70732.83858998145,66252.56707172596,61890.05802320848,57408.990430434205,53887.03025884017,49513.44292648012,45937.263919870325,42936.23165967774,40328.61818760669,38060.745424255074,35747.25784814468,33956.89255286754,32159.083685249887,30674.870445217737,29352.812336870917,28205.89419209121,27165.4634886604,26362.6677952092,25562.71419825401,24949.496785867446,0.0487374394782365,0.1325949565941502,0.5828341444939427,0.8318308809462291,0.9109201088256582,0.9114491527337976,0.8416867692010366,0.7396511734867104,0.592920637747171,0.4598257488238186,0.3813379833928529,0.256595200564224,0.1690054139648344,0.0967331273269973,0.0770908305118922,0.0732538207613739,0.0759428221654787,0.0781760900906949,0.072639334773825,0.084750655864493,0.0848584388292654,0.0829962860081812,0.0695585980999586,0.0693086432238438,0.0752814692723553,0.0585001372835105,0.0731750282382706,0.0693812781905969,0.0672160701380537,0.0636589055149605,0.0627000501864467,0.0639518888370311,0.0581081222429318,0.0698817841995078,0.0623691118868849,0.0628487100246035,0.0563892469489371,0.0589574210379932,0.0552959301751567,0.0569264592276033,0.0522904988094095
2,27605.66902183635,32576.938364304704,54685.71628424784,80760.50731879933,107438.79365625976,133508.50531802364,155413.6090976356,166651.45532047102,175339.238708012,177668.72106509216,175452.80641788492,169202.14957029815,160688.11088380864,151735.33010049895,140994.1515993195,131419.5238870033,122395.83333333334,111817.2112858898,103625.9478116119,96207.3958565382,88873.60077497474,82281.17243398783,76692.85447063224,71474.21809487291,66442.9007641763,62210.23666198801,57134.29828025217,52943.18461024569,49415.78451152309,46398.769927879504,43512.77528392021,40693.04430588737,38836.87813206237,36895.927321847324,35169.424642803555,33263.033816982206,31996.113699005164,30736.377926797628,29796.40332510464,28899.037069450103,28201.312647559225,27309.698874230948,28325.24159413768,37080.07267077954,50264.17423413794,65743.9638537786,80702.05894855855,95424.33078592057,110131.34932135044,121364.44155096971,138984.89136485662,144086.44429603018,149000.5398617446,147276.29394899655,144611.20309542032,137504.59605985988,126322.11524142584,118343.1952662722,108510.36808546586,99767.81946908245,93363.77086249558,85948.72293002915,78847.63743817098,74224.39318299355,69219.71443636852,64432.63627273776,59433.96335645847,55136.49607752147,51286.24201123736,47739.6716229454,44613.228749301066,42409.355428840616,39961.253427200616,37714.21327004301,35778.684007694384,34109.78209109943,32599.133909077827,31265.7485725434,30058.917940272237,29261.30536780962,28436.006959706487,27820.321806855765,0.0108375470915453,0.1501027539707544,0.474800677166477,0.6067210602646123,0.6342001205649055,0.6543382790657819,0.6286580981772647,0.5132063335953645,0.4447332057666524,0.2783311863638802,0.217691277448776,0.1355807819709804,0.0910656873227455,0.0492640048114241,0.0253777374680663,0.040352464299979,0.0342447916666668,0.0304749053824919,0.0386710701212136,0.0304574779678794,0.0340304980136438,0.0435464537350187,0.0332567392171589,0.0325702536750116,0.0311994760377221,0.0467118992027957,0.0362337534093897,0.0323077405173355,0.0351094348075091,0.040022684495939,0.0260183123257093,0.0183125106428378,0.0297676860970372,0.0312265066516328,0.0310656499907875,0.0203655689060962,0.0233599117183187,0.022537736982799,0.0182868792273251,0.0162832323961561,0.0136946956742094
3,28785.890742987736,34163.497530774766,52434.472284723866,80499.85224468527,108486.18598149772,138241.9233658903,158968.63241562436,172540.54367614124,181978.65518824628,184128.1786602472,182039.6974348265,175568.44378655145,167513.62706248788,159522.04168386,148089.63340508426,137260.06403419017,127121.40483858956,117034.56892961268,108190.76726979832,100575.39291935276,93152.09719071577,86603.38343151768,80089.9019416665,74395.78078214545,69970.9423719596,64842.0457155301,59939.682391290415,55068.55380563253,51626.45101790399,48292.77317032157,45402.73902859855,42895.9553229479,40499.10986940125,38543.28936507712,36784.70658766998,34930.850544140776,33388.80704485901,32240.985511693543,31030.70034027428,30143.71563415916,29435.018950569047,27874.331920783963,29093.7291987877,38184.00550878543,47186.05075031895,62721.893491124254,84006.09039608271,100470.66768905697,111530.49458152364,127600.11632300216,135645.5557408202,142751.0874750752,146112.89653063353,149827.3490517506,147097.07795692465,139943.61631783802,130884.89068648554,119739.6814345474,109982.6286962165,102245.32303462448,94842.90623676711,87286.52524720329,80740.53660059685,75261.05152203128,70270.94073688693,65312.33089336904,60631.89466309931,56613.85759094501,52252.735422645776,48835.46205860255,45857.432454650734,43105.58318276093,40685.67486740556,38668.73468723759,36518.36053792194,34736.71372760605,33285.85226112109,31802.003205101944,30818.602620589605,29796.40332510464,29027.05044297004,28339.05545202755,0.0327024455615414,0.174256393786683,0.373205130945722,0.7060095296095772,0.729638248195577,0.6456178678723117,0.5822392353120478,0.547025719948028,0.4261637091896715,0.3574213888147088,0.2752245930638617,0.2015944379676462,0.1180443899106056,0.0844677807303135,0.0582092795768911,0.0487082451936744,0.0616480962334711,0.0641186732577046,0.0581488136446151,0.0604419129489239,0.0671990542285951,0.0726134241579647,0.0641613466989849,0.0586990867349139,0.071328207321162,0.0694378936337791,0.0587457725346267,0.0538884397192036,0.0571508662281572,0.0531067830297562,0.0532913761100977,0.0543257660772651,0.0473347575752913,0.0554496093835434,0.0589575881047244,0.0494203444188539,0.0498963486521029,0.0461533869207184,0.0414243625884098,0.0384698126109319,0.0386732543149417
4,29115.145298665782,32680.597485376144,51584.96869255247,78661.77123821607,106980.04012051134,139609.8797852291,159370.83095308286,176847.69161482312,184313.96862793725,186823.8733015716,185457.0457350461,180108.0442703458,170692.86778919998,162083.7718195335,148319.36545947433,139028.8764009997,127911.4768768764,120142.96677048576,111030.07614232956,102065.1511867419,94530.3950687028,88764.27015992696,82466.97306397278,75758.04864992425,71312.13160721914,64545.21739090844,61035.48141944879,55695.900535614186,51761.39234074798,48682.2861186425,46075.07712113054,43471.87257990925,40595.99534866876,39126.60526071849,37002.38811179035,35095.87345286353,33968.62060955741,33013.37708059571,32543.68672524976,31313.04610036885,30865.268970259396,8193.453823935848,9582.30676138817,15143.3207138994,25604.34132795663,37270.58516473684,44851.52015654438,52347.62698526778,55398.59724002126,56590.35674749104,55471.069669834906,53493.81202955093,51389.09596233241,48207.827581570746,44041.6562471152,40782.98095777087,37951.65055969226,34454.187601701095,31577.52396328947,28673.29705385625,26636.64398882354,24625.25177195072,22735.995065984465,21225.78560712816,19730.941771251528,18395.18391540801,17222.135051039593,15847.179917588774,14612.72647980672,13900.912090531574,12972.0974250064,12083.241189030356,11568.159784562264,10934.721839230424,10394.230020798315,10000.384222704217,9594.99444875956,9249.27463078344,8898.959046733002,8671.351299918604,8464.65729457513,8286.32072891461,2.5534642562591374,2.4105146390285013,2.406450254018912,2.072204444967604,1.8703611614268223,2.1127123294361367,2.0444709747384477,2.192277429852757,2.2569854516089243,2.3679515180354667,2.4668878268124983,2.5047910631150785,2.5407707908093693,2.680237884562987,2.63679559405069,2.663315675357205,2.712508864105711,2.804698775944506,2.87224656912614,2.8317571549016227,2.838758520892657,2.9041295488636,2.885225950660609,2.839555634404923,2.876674021589276,2.747805785962191,2.8515042888927864,2.811465342390428,2.7235968405270747,2.752846168484468,2.813138908702685,2.757890052480305,2.71257686711543,2.7642620167562364,2.7000966450651527,2.657727332755333,2.672571305916578,2.7098021136208765,2.7530121430503267,2.6992692096863635,2.724846042050596
0,22073.13429805402,26713.45781977864,42102.17466776082,62317.47236978661,88412.85548059782,108568.85336273536,124815.7223858422,135405.71275421607,140319.82856296445,142442.49555257327,140110.053402493,134373.3339720236,128334.70785384724,120548.1804523285,113260.49868952137,104727.2727272727,97302.01723367526,89116.1431701972,82518.81154197587,76264.72655949258,70366.16122693071,65715.06480541835,60489.99739361698,56449.6403785063,52591.07477978531,49231.00019378762,45220.91240083374,42133.53846134598,39325.65654360189,36863.17884831238,34424.31481341635,32632.458847736623,30834.05151776309,29309.41833431648,27874.329991391067,26560.402666273287,25482.51396643893,24686.574516906458,23725.097764476788,23059.600968367915,22557.63416477702,21251.02755798208,22469.13754726947,33572.89394087188,51730.03728238442,70081.8885355232,93624.16045791592,112095.23042430804,123790.4662701132,130771.22091339856,133783.21838950156,132033.53672252133,126430.63012185866,120616.57888479388,112704.67348647329,106637.81033693477,99457.83542176876,90614.3135253016,83680.89616520493,78107.83262244563,71005.69841681179,65240.766570521424,61151.78966283534,56660.89965397923,52591.07477978531,49396.288708863205,46087.10362262997,42488.65991618805,39382.94067009624,36797.76652325418,34622.16893882031,32477.44265838791,30700.467780397168,29184.53719295307,27645.753308335214,26387.801670783952,25303.17034665624,24223.90553131408,23396.403221340926,22715.32132431412,22093.05108231753,21602.09339693857,0.0386855053398653,0.1888955578993709,0.2540525920080227,0.2046670685661291,0.2615649681840835,0.1596243195316775,0.1134793328260619,0.0938298952583165,0.0730176531416597,0.0647261836522781,0.0611701911533666,0.0628226233034625,0.063988956082275,0.0695934491731311,0.0621045043185097,0.0529816206350957,0.0738040542182807,0.0649520649762387,0.0564729396711318,0.0740648745092213,0.0785612267579509,0.0746221029301505,0.0675791906415457,0.0733692097923073,0.0646766417969546,0.0682164059798697,0.0643054520908699,0.0698423668839511,0.0686968329653983,0.0647276002104919,0.0599453650186223,0.0629303462461594,0.0565201467442941,0.0601779596101537,0.056333920466477,0.0496867508060383,0.051957287956637,0.0551440015527133,0.0444535397825001,0.0437490450028412,0.0442337115334328
1,26666.372335846176,30405.53392386138,46968.00171477501,70223.3952304647,100759.84856843992,124354.63643280344,142791.68855974346,157176.5671488663,164628.87580698045,167190.16391374054,165689.66706989188,160688.06468715702,152963.38916265534,144611.20309542032,135486.43156402552,124993.6993567432,115810.68058748284,107526.69318791718,100183.50772569807,91525.68547242798,85280.28098827432,78255.01525816762,73493.67369745985,68053.6509995168,63707.45211591181,59383.73736647745,55023.32297843072,50484.40711586947,47003.46058219477,44066.6628351358,41519.92880826813,39605.63946514796,37073.49407708554,35366.82171670088,33653.86246316405,32224.58236054509,30906.30723059389,29517.52865898668,28533.397745902686,27708.272304710663,27078.538153176225,24655.880303683243,27087.2141306971,39735.77306526768,53428.48670394687,75875.1130725583,91640.4709893974,118872.45452500136,138736.60511965846,144786.72799944927,150567.79604835933,152831.48467225544,147682.09615707275,139193.77018895396,132149.51986730885,124851.28323787256,115173.29261231776,105760.81390693774,97049.35043234796,89560.45305148275,82737.43762823389,77106.41781925454,70989.4903827087,66325.66748599349,61704.33964153923,58170.74211311107,53963.95259625414,49591.72192507392,46300.51235894221,42711.596026193,40313.92489940612,37978.78224834124,36120.47926632826,34080.31478776768,32202.888127180187,30772.297189267545,29493.217336311754,28237.96503461089,27230.90012672924,26421.36445401638,25639.252175463684,25145.188533660265,0.0815420908683837,0.1225050231136075,0.1820080016469816,0.3143437061876797,0.3279696660495872,0.3569838204693538,0.201217633894414,0.1329134586600531,0.13704396861297,0.1103978958424976,0.084133072614001,0.0880673342843894,0.0989241038231041,0.0942998751764232,0.0851825311710281,0.0852663540451319,0.0950244831643249,0.1079589168695451,0.1186132306421987,0.1062185160203115,0.1060075594249516,0.1023464858853056,0.1080728846487686,0.1028989434918647,0.0951803226445828,0.1004334284179087,0.1095263653390214,0.0903638975848009,0.1004847618752007,0.0930878832833506,0.09324012910081,0.096487097336734,0.0878272195535057,0.0982499947528072,0.0936415392121425,0.0926099378405389,0.0944948473699309,0.0839718305900927,0.0799365716165825,0.0806973664866479,0.0768874576910771
2,28486.965869389944,34010.207858118374,51565.746187265926,75698.9548502302,109537.96341765644,138736.64017233538,157424.63398322224,171249.76245152252,178970.04115484768,181492.4196290599,179805.1826199696,173162.78197975905,164945.85746663308,155025.2022306396,146558.95658617996,135445.65304383828,124744.6294260782,116581.79705620464,106467.2430420535,99535.18993126444,91136.76338687692,85093.4827755357,78550.74058326287,73358.8210306179,68633.8080900069,63431.546241809374,58476.942629985104,54484.51955160924,50878.09572001561,47351.211533885325,44851.52015654438,42180.64368374003,40012.40691696587,37972.00761128168,36044.14683735717,34514.08376641599,33058.58422323512,31652.114575172174,30542.1862378788,29658.969918397863,29012.788914979912,27659.126141524768,28771.781171309893,41322.09184373029,62948.90478657175,94943.35541722934,111591.16061692516,138410.76044541656,150211.60952597955,164734.48790784716,166938.87569992448,169092.5688690306,164945.85746663308,158318.1576535223,150289.51791625825,139483.36518540196,129226.15111203009,119171.64460536976,109863.77035699238,101048.7407204964,93980.07491233286,86603.38343151768,80510.16985023554,74361.45914577902,69766.23161665816,65083.71961025447,60399.93499969102,55891.538579386885,51771.58829080646,48520.25748501599,45333.33333333333,42544.17175127557,40424.85325772232,38280.28910601013,36280.209471342765,34622.135231028165,32990.81616991019,31721.59354312944,30618.630922877684,29580.81484973857,28818.8178243176,28109.99430250754,0.0299300752897733,0.1820682096676042,0.2478977681544909,0.2025460189797978,0.1537191090023202,0.2432583316217704,0.1373727987377395,0.1400567705248132,0.0864151364282865,0.0871788783057079,0.0633535454726952,0.0498158889185087,0.0418631691483895,0.0315104099077627,0.0507271343172219,0.04812881818647,0.0467643527045635,0.0611486996794543,0.0536226605390839,0.0591094976686659,0.0523464531722834,0.0569283723264526,0.0563367298814179,0.0514946748693523,0.054546490289917,0.0501922931230616,0.04625752155536,0.0524019322251416,0.0485949242072296,0.0445120191298233,0.054234183209822,0.0434334396917643,0.0452482949164505,0.0466314325245349,0.0410723254600025,0.0461724738381925,0.0421476518286469,0.0337534246680601,0.0324998277776897,0.0291528993035701,0.0321164993047273
3,29031.97327809958,34109.78209109943,53955.93553563691,79525.90631742314,110849.42938063356,141078.7662969979,161609.12827654366,177610.02075507143,185310.12656271664,188153.7131806145,185623.14588809083,178495.22258426264,171361.45340311222,160739.04936150182,151219.97729522898,140068.14125790924,128260.02610828154,119706.32724523006,110669.29006327948,101154.14170222278,94554.68007879436,86965.36856946335,81262.53569820529,75034.7334377721,69844.6571964034,65513.27289167075,59914.25512535413,56496.48772595738,51896.522298072094,49240.70083255375,45875.05815062199,43259.75404967309,40843.14233350313,38956.49464529499,36948.40523854658,35317.33307563759,33711.85287392018,32455.23737392593,31386.79409913527,30476.13252447066,29766.88212049762,27969.17934618001,29242.08662739232,43636.25802134951,71295.97411256641,101738.85576776513,125855.97863856202,149000.5398617446,165583.22676337627,174933.7994431642,179446.55810027357,177198.89440006058,170916.6115673532,161609.1749733297,152820.72424929566,141502.92653568383,130732.88123249388,121467.19569005795,111362.0875295469,103380.40876912816,93980.07491233286,87630.93332779127,81515.5102236188,75716.57064332714,70700.84796317073,66063.02055490657,60969.12756363367,56018.763218579246,52506.23197917928,48777.96447890035,45541.98577515751,43097.61724652829,40948.57050528326,38682.69194292235,36602.527820118135,34876.09898348036,33480.683581532736,32034.04173752766,30803.17435351532,29984.27836184458,29213.293085313635,28440.634136681845,0.0379987527973257,0.1664619739942678,0.2364931820972915,0.1154333369772437,0.0895486148739943,0.1209540287486321,0.0846210921550913,0.0726329244017081,0.0593157363104304,0.0485222741105759,0.0475412192415314,0.0443409856269174,0.0603448314824448,0.0518144718336044,0.0686703165612248,0.07140713137664,0.0559231682235961,0.0749289089383247,0.0705054408367549,0.0763360403424033,0.0790103047870574,0.0668567040909653,0.0732463846124666,0.06129891789783,0.0572428661258959,0.074531906714498,0.0695390558976656,0.0759958503280218,0.0639337424693218,0.0812154980605575,0.0644453471338357,0.0564411288567845,0.0558505699078182,0.0643115917224443,0.0594190954684408,0.0548569890943897,0.0523758803256779,0.0536328821650187,0.0467750372500346,0.0432282466570634,0.0466321523437911
4,28383.203455386807,31755.41837853481,51431.83423975292,80242.32118184718,112061.02350793996,137423.01654389565,153938.89727529898,172033.79402652997,180649.6654199652,184828.471229628,181570.91165960632,175512.19848930737,165563.57344818738,155581.08533478808,147006.6484643744,134652.57226275356,125586.8791778276,116646.89165271804,108167.92362552322,98386.00589174112,92660.10350871785,84475.2392320624,79881.2107409884,75734.14079987684,69195.21396421891,62888.26730584657,59713.03917550364,55149.37273470425,50645.40819699506,47527.56180196556,45203.26548287262,42202.106520498026,39315.79409500576,38033.36250827792,36837.07778355935,35305.7195505636,33499.28747000784,32610.804867448423,31614.79049398862,30629.02733955321,29787.70283828692,8274.555713841102,9849.45025340535,14876.106145850184,26700.40175237032,38824.59354264822,46922.24524559553,51771.58829080646,55546.687495456776,56637.43248419755,56309.39248799232,54373.18354207665,51358.58697651173,48340.11699796967,44766.21743019063,41008.991684313245,38156.55600475881,35046.8030302272,32334.166184367477,29232.5369433363,26992.09684261523,24879.81134111103,23063.112814580643,21273.214812488484,19875.133813324104,18740.068549532338,17223.692709058898,15991.672879443451,14836.049487098822,13802.01673266824,12836.245352604172,12324.424591581172,11574.035264176528,10962.146314501637,10478.392080603311,10007.760420874303,9657.33756164852,9242.557505105766,8932.21693263497,8689.009262587631,8497.011013730116,8324.818234121243,2.4301785421432784,2.224080284841856,2.4573452041480808,2.005285161101506,1.8863411895051176,1.9287391475964208,1.9734242729932872,2.097102667744153,2.18958076834377,2.2823737402075808,2.3393467115843567,2.417387603938089,2.4249725430979243,2.4754128060384923,2.5847418438382954,2.528949841436422,2.583404713677059,2.6075429002128727,2.700257826927356,2.644993068356546,2.72430892816328,2.6627856747358334,2.7550135908040554,2.8104971524320197,2.6923671747158946,2.6512650549536416,2.734008294545717,2.717254568519821,2.669420866381182,2.7026062136092888,2.667778982050896,2.6462742299671604,2.5865051393261886,2.6296945386002477,2.680851282842876,2.655843996876595,2.6244608109283813,2.6509194876694915,2.63848046866664,2.6046825513183984,2.5781805680987664
0,22199.662908749477,25704.11789078645,41237.1704683572,60969.12756363367,85824.10806081648,109538.77516281891,123934.60180746988,136006.53094652365,140656.4505633411,142014.32047758266,139233.81067758682,135565.54097094637,128630.37574203892,119873.89636533622,112428.15422857773,104977.39318391457,97298.95823648604,89204.62122192475,82757.52018239323,76764.83543306291,71279.8676873792,66004.85066139347,60477.11835051988,56755.1523250163,52911.00715560108,49630.93561427648,45437.49622161368,42110.03741753688,39368.56329781632,37318.67634925296,34815.40017007807,32777.44676271296,31041.096550008417,29454.42972724323,27996.357512719595,26768.63995941479,25518.542893379992,24705.781714767407,23827.44336780604,23197.095504108835,22632.871087236545,21326.99847274689,23268.260880240312,33607.56158116932,49513.42177213318,65255.06724975108,81671.75302778358,99582.22576377136,112628.62418596038,125211.82440580471,131359.3648594721,130087.1054637646,127857.04011179922,119677.14717287692,114101.48135093834,106751.7005612646,99123.28447329646,90614.3135253016,83985.16713270346,77305.39061537213,71571.80893182493,65946.76069475219,61112.632401541065,56944.39558729787,53018.24551108321,49601.522693720144,46292.44368848251,42496.5142286198,39361.4010307424,36778.178182039366,34508.04834033879,32323.16521190276,30751.75819595151,29242.08662739232,27748.55681957311,26556.17129335889,25370.717773142595,24329.074594264355,23403.56267158381,22784.32932677246,22199.661598742627,21621.45300887785,0.0409182959860823,0.1046858217330157,0.2270206027521744,0.2313656657425344,0.315209863049277,0.3412075913878742,0.2445454081481082,0.2075662996820788,0.1233479843523497,0.0811130263115174,0.07031215877403,0.0602899993023988,0.0748115139829395,0.0505901846851912,0.0531743629138292,0.0590588653485868,0.0737702957857528,0.0621473322899284,0.0705271588904816,0.0725568709068755,0.0808698855932039,0.0800524878016717,0.0620381115083785,0.0704834114729788,0.06672142874154,0.0721174269446607,0.0692052523925184,0.0698307558881787,0.0704326653418077,0.0814484777926032,0.0771036791055834,0.0658722845651189,0.0615212568630751,0.0614760947303336,0.054231696408769,0.05509982802899,0.0488908155757004,0.0556419149279661,0.0457820823283081,0.044930140080275,0.0467784509183264
