channel_id,baseline_140,baseline_150,baseline_152,baseline_155,baseline_157,baseline_160,baseline_162,baseline_165,baseline_167,baseline_170,baseline_172,baseline_175,baseline_177,baseline_180,baseline_182,baseline_185,baseline_187,baseline_190,baseline_192,baseline_195,baseline_197,baseline_200,baseline_202,baseline_205,baseline_210,baseline_212,baseline_215,baseline_217,baseline_220,baseline_222,baseline_225,baseline_227,baseline_230,baseline_232,baseline_235,baseline_237,baseline_240,baseline_242,baseline_245,baseline_247,baseline_250,max_reaction_R_140,max_reaction_R_150,max_reaction_R_152,max_reaction_R_155,max_reaction_R_157,max_reaction_R_160,max_reaction_R_162,max_reaction_R_165,max_reaction_R_167,max_reaction_R_170,max_reaction_R_172,max_reaction_R_175,max_reaction_R_177,max_reaction_R_180,max_reaction_R_182,max_reaction_R_185,max_reaction_R_187,max_reaction_R_190,max_reaction_R_192,max_reaction_R_195,max_reaction_R_197,max_reaction_R_200,max_reaction_R_202,max_reaction_R_205,max_reaction_R_210,max_reaction_R_212,max_reaction_R_215,max_reaction_R_217,max_reaction_R_220,max_reaction_R_222,max_reaction_R_225,max_reaction_R_227,max_reaction_R_230,max_reaction_R_232,max_reaction_R_235,max_reaction_R_237,max_reaction_R_240,max_reaction_R_242,max_reaction_R_245,max_reaction_R_247,max_reaction_R_250,responsivity_140,responsivity_150,responsivity_152,responsivity_155,responsivity_157,responsivity_160,responsivity_162,responsivity_165,responsivity_167,responsivity_170,responsivity_172,responsivity_175,responsivity_177,responsivity_180,responsivity_182,responsivity_185,responsivity_187,responsivity_190,responsivity_192,responsivity_195,responsivity_197,responsivity_200,responsivity_202,responsivity_205,responsivity_210,responsivity_212,responsivity_215,responsivity_217,responsivity_220,responsivity_222,responsivity_225,responsivity_227,responsivity_230,responsivity_232,responsivity_235,responsivity_237,responsivity_240,responsivity_242,responsivity_245,responsivity_247,responsivity_250
0,22293.496957877986,26362.6677952092,43892.64245074785,62171.14291351048,87286.58449714884,107268.19266969655,123299.7920446016,132656.21136896417,139109.35102122172,140783.15599263046,138653.983353151,133586.79848109125,127744.00406342756,120412.89421631578,113386.6578766735,106014.333187293,97700.21495194524,89248.88336035881,83096.99218082897,76478.3490684303,70477.47636522201,65140.766075697626,60917.45332028469,56519.93484859663,52975.31435942818,49347.75428825454,45699.33553186277,42575.98379107846,39275.685904892845,37014.4757776498,34718.58425405252,32788.59390040292,31009.958951173077,29425.332649871005,27928.4945148966,26751.553446666207,25615.09837586534,24602.3135142595,23853.101910329937,23197.095504108835,22619.167339993783,21365.099527397928,23310.712690537017,30224.655010453014,40129.66475617289,53471.923531990185,64814.17632652144,77090.61258148945,87927.06408440754,98103.8062283737,102702.62905891408,110733.79983774124,116076.55862320524,119941.08381498272,113539.81250741662,104980.1018838475,98053.22903805936,90954.62534561985,83944.50775241251,77522.95364563976,71441.75979262148,65845.25171999293,60748.35374526793,56755.14556703978,52793.39040491238,49279.53481457797,45760.73772610021,42314.49858437476,39218.68274095004,36615.55642598612,34370.654375193015,32643.578134137435,30916.64789828217,29338.33783853583,27614.56904165924,26354.29685349589,25287.312078998548,24261.393460069303,23378.54606501224,22694.684329607,22162.938734799987,21666.72489455148,0.0434539249063412,0.1309250019589114,0.4522131827664482,0.5492564737647625,0.6323816076099946,0.6550112760717641,0.5994138315383892,0.5087073900433874,0.4179811810501228,0.3707843439126761,0.2521378617578493,0.1508507838755437,0.0650562759669686,0.0605345522166527,0.0800776132045215,0.0811916570962036,0.0741643383246617,0.0631890727573403,0.0719017822859064,0.0704992330876064,0.0703501698942186,0.0723050430115046,0.0733379804008844,0.070587329495275,0.0749962344156891,0.0783863359813892,0.0799923681179555,0.0856046357371127,0.0726502541149101,0.0769208922703827,0.0635655230988638,0.0605481554235625,0.0569773625839693,0.0655727636190901,0.0597321063108498,0.0579041917580369,0.0557966679871062,0.0523457466449857,0.051043564382682,0.0466615362557956,0.0439587639607597
1,26606.9602597615,31556.255476524537,46677.22276451527,73358.8210306179,100843.46907126444,129039.55859056218,146916.92306012256,158467.9655945812,165902.05646801786,168600.59576455667,166169.0864543423,159875.6725682665,153248.59333872126,144304.77289468213,136449.41210625632,126358.22803480992,116645.97914188854,107554.00339961928,98713.62819142333,91045.59836707154,84927.99941573637,78736.04415951522,73392.49914731403,67811.7788053282,63901.57659159179,59509.438180095945,55181.85505678743,50878.09572001561,47149.45528718635,44309.381433192815,41867.95382611096,38914.20108663817,37080.085340789374,35230.95175853123,33515.22098231663,31915.04796195825,30577.826024729093,29522.3781461015,28403.640665796614,27508.018822374925,26991.97999028421,24663.548767485423,26547.72630197712,37027.32989905827,48923.68508837192,61757.32325015568,76546.71747032777,86180.22263880282,98053.22903805936,109301.87430956744,120785.45721138116,128274.64278229934,132966.48850865802,130202.6791837691,129450.57776561491,123474.7225774771,115268.49553711922,104782.77189849864,96800.80471677677,90096.19473767604,82817.15009896478,76211.3962401287,70604.99681310593,66530.98757530269,61466.690160175385,57015.43884983755,53018.341165261365,49552.635401448686,45681.85686436214,42719.53875222512,40225.28797094958,37667.00217171876,35728.42175918168,33793.26851546378,32082.893296650986,30649.282226107767,29232.48459278203,28091.77414044314,27235.26947985987,26287.47105371636,25526.56588586725,24984.57425022842,0.0787969124231677,0.1886613232928504,0.2606154127711604,0.4994541171236029,0.6328989626507209,0.6857621444130835,0.7047637910600257,0.6161422438527941,0.517833591747439,0.3958683409170391,0.2954164817777378,0.2023756839894011,0.1770003067481045,0.1147480017892421,0.1050797220511099,0.0962078358532887,0.1132171541986082,0.1110858397748304,0.0956470301419254,0.0993568150832759,0.1143740123608703,0.1151624915150479,0.1031325675760512,0.1032280838388761,0.1207767208438115,0.1224311600885708,0.1136008127465644,0.1137484159429433,0.1036976677265855,0.1015304965670533,0.111528696529674,0.0891665282314853,0.0972624717795955,0.0981226485021804,0.0935075325766547,0.0917665195601811,0.0884975036413537,0.0839759881183814,0.0805010724598056,0.0776231689513984,0.0803458053737873
2,28178.481639714748,34157.01353581744,54306.53214927109,76514.04175226277,110490.389350992,135325.89915916865,155364.73836683662,170028.06097040832,177433.58494265267,180766.55117432796,177904.30388376792,170470.83558614654,163892.63133865202,153486.88935489944,145935.07612754955,135926.3480113066,124993.6993567432,115268.44595187248,106240.46855962626,98306.48290741176,90365.92693297518,84271.23719447224,78736.0931844867,73040.01724355666,68403.86603923068,63541.70953537182,58711.06612579672,54730.56548450813,50444.26651525741,47498.68506865548,44494.72964234526,42086.50466167721,39620.073796891054,37673.82897390547,35866.87736483269,34192.48991858201,32973.9999713043,31508.64350348471,30405.211186335546,29468.971912233224,28738.92739090432,27402.028655823084,28640.718691897677,36339.82817242315,47021.84973042152,62344.32127718459,78239.89438410672,94724.30278946809,107842.4862208646,121912.97638980045,128407.83516151793,135533.6188325553,141630.97514461385,141078.7662969979,137343.70718290622,134848.42012331437,127523.7670223268,118079.81725342647,107295.27073686173,97649.93055601878,92403.40135097149,85156.25355629982,79484.19426575175,73900.2675321258,69018.97856423107,64658.20832303656,59952.40348239299,55001.36537715264,51040.81096984382,47480.21657642649,44919.92190600149,42353.97618374337,40078.315429727976,38088.04875193796,35653.19896449703,34275.46708911981,32743.880233774977,31365.69690824799,30264.03104828169,29198.91095938297,28538.059008897755,27910.41259495344,0.0283356022155922,0.1926032270091147,0.4944080608086683,0.6272018687253134,0.7722606820876059,0.7296278353189867,0.6401782202836213,0.5766333560057753,0.4554118043622568,0.4077532803738226,0.3126212183824248,0.2036267872341164,0.1617101257720565,0.1175385644024789,0.0822156907296118,0.0658903135092354,0.0585526152066948,0.0743105931906795,0.0879728019742867,0.0638838123936464,0.0611778132445794,0.0602263503196023,0.0654371873587422,0.058259898407269,0.0579301192120971,0.0598692603547237,0.0674474301357084,0.0722902799652676,0.0624270517818688,0.0574080063640862,0.0505443325867376,0.050106627746626,0.0402232483719751,0.0566745781050546,0.0464300098836012,0.0442406237276915,0.0512758593491791,0.0411251380629842,0.0413131924211347,0.0326200497043343,0.0296847921230907
3,29536.99903867994,34460.250753224376,55712.319976264975,85094.38740159039,113820.21104518427,143564.39495487438,164207.58698682123,179208.04430225692,185685.67688646447,187834.55606940857,185060.42489264533,178495.22258426264,171361.45340311222,161301.31708075054,153200.883481358,141886.30775019125,131687.44148996548,121091.48602517036,112673.8541015368,103135.67979445188,95060.39375208283,88151.26644460029,82221.91570556008,76585.49692006092,71474.21809487291,66737.11869947986,61282.72634810912,57277.38799561664,53050.656301359566,49435.2961277392,46858.12588537742,44091.686609232536,41651.25602878316,39512.02060892111,37545.923676442486,35753.53951352595,34127.7298005885,33019.10135000321,31684.154009632253,30823.75684364101,30063.855228570592,28114.53465627603,30093.76901492177,39433.02376919727,53331.18630876264,66904.3382779324,83985.16713270346,97099.65058917372,109249.448532436,120659.0255262212,132305.57652730326,139171.0721117108,144848.22182918293,146337.24356358268,145624.7183231365,141417.98564966657,131342.5555577336,121741.24396193608,112305.6121131933,103571.31138900464,95521.72224394346,88500.40022427292,82064.19835426279,75910.41335652604,70909.45380203586,65946.76069475219,61440.3706787003,56755.20638885679,52569.8405493886,49396.288708863205,46095.96978940458,43561.98950793545,40918.38257117204,38822.780385903374,36765.12761553346,34876.09613839294,33446.18857084231,32131.845712256123,30895.971173991755,29984.27836184458,29285.3524000488,28565.960298609825,0.0505953379557848,0.1450958747020858,0.4128340829846306,0.5955839967431749,0.7012381255809614,0.7094017891043887,0.6911243860349157,0.640356511722348,0.5389290281157781,0.419702487223931,0.3297334143125645,0.2322914311972641,0.1710036982393799,0.1076506717961724,0.0833196553999935,0.080276740068629,0.081699489871643,0.0782318331796432,0.0878867187298981,0.0797091737004478,0.0741238854421668,0.0741744659962466,0.0831440914356638,0.0800463522659666,0.0838169660175678,0.0862095713660107,0.0797727688316758,0.0895484444508705,0.0739806104469678,0.0724429132002377,0.0756654233352114,0.077552039906293,0.0728560812688936,0.0747146323579486,0.0765517885790691,0.0689869620807899,0.0621154510141035,0.0687186741615912,0.056692231417875,0.0525315325756385,0.0524363583195788
4,27811.956621151738,33787.47734959538,50264.17423413794,80718.16654072903,108423.71377873176,138863.20606840725,155802.62332650064,173959.3956907119,180044.83652138466,184438.0678075526,179688.3221060632,176388.90136434825,166993.69146356807,156613.12668661817,147908.84816022252,137203.71139207398,127602.18423461668,116701.98525393316,105721.07916421536,96552.83273642586,91778.7846263444,83418.49041355972,78078.82423220942,73073.64123388389,68280.17643988869,63500.617725109456,59100.193741855976,54307.755596739866,50752.09627121888,47268.80638682122,43875.44548512615,41284.849384382615,39875.27785302736,37847.28801619045,35465.92860288507,33892.48590678693,32878.259019508296,31176.67104461844,30304.84946058559,29707.956312847917,29194.118311050526,8340.643561412244,9897.76320940694,17098.806705792886,25590.869472657607,38598.96878197003,45892.73465981254,51823.62737103737,55250.04785932923,57685.47634651371,57516.95292737622,56426.226748590176,53320.10664021328,49279.53481457797,45673.08774782333,42448.99355344464,39034.1935670876,35478.61815540829,32638.41385483617,30128.745549895248,27139.354586543497,25113.861189842253,23371.37089475901,21778.04226824177,20414.8128897337,18864.08977408513,17644.806325269583,16190.485140545214,15283.376572755476,14041.599904512395,13244.053044753324,12437.501719967167,11674.370266162852,11180.425448729296,10623.904660808215,10129.221756707488,9762.864686953471,9343.925816841243,9039.351349988625,8826.550207011367,8612.4478382599,8442.497881854077,2.3345096713907045,2.4136477742247258,1.9396305308901467,2.1541783536105257,1.808979545313075,2.025821126105334,2.0064013507007794,2.148583619938676,2.121146741336841,2.20667313583933,2.184482331357603,2.308112314076248,2.388702675297325,2.4290023821321776,2.484389988516466,2.51496211023967,2.596593973183402,2.575602226657866,2.508977132457576,2.557668714211046,2.654507123877309,2.5692596206355263,2.585208590859853,2.579442125116489,2.6195850029133,2.5988276977667124,2.650304066173633,2.553387259563453,2.614409797768788,2.5690589751561674,2.527673521016564,2.5363662829885705,2.566525982028651,2.562464952816246,2.501347828563416,2.4715718176529573,2.518677230961037,2.4489942737603267,2.4333741665586337,2.4494207536298123,2.4579953373514067
0,21731.61291000043,24694.253945264438,41145.416321566685,63004.7016780362,84949.45274878733,106014.333187293,124744.6294260782,132612.81298084182,137872.77468760047,139900.70671649234,136853.883908624,131917.77825643102,126285.88480217224,118508.75810641708,110250.93681572952,101711.01824473611,93980.09188769427,86816.05716615636,80109.00019212282,74207.28196570366,68756.25226671141,63611.7947216635,58612.31153121878,55272.72727272727,51585.01991555546,47609.70249183516,44058.32444241223,40752.96966298371,38156.55600475881,36044.15587915603,33677.04096112004,31974.467824580835,30203.792475259444,28687.45101819985,27279.01867524268,25948.439066049606,24992.383643156994,24056.12235422321,23232.522998841283,22574.713223456703,22099.69347381583,21134.60917168872,23211.25802688564,33092.53945524696,53755.71161301759,72292.3945176028,96256.63735448994,111150.58431513616,124330.12422948792,131995.3868423839,133586.79848109125,131572.98722948832,125853.0578294912,120345.33181098892,113136.59941318212,105958.25005039744,98306.48290741176,90501.28963103108,82996.98116462726,76424.87972368319,70828.93143343039,65140.77474788904,60709.48825729511,56367.782918073885,52548.61809477364,49201.90874330224,45664.304908473896,42480.64450958461,39076.66362836375,36389.36027442157,34634.1867720903,32427.67856651856,30516.75442237532,29203.70360771541,27481.466281608857,26304.14474654604,25224.0095299246,24037.56413819421,23317.837885244666,22557.63416477702,21927.80002098852,21460.76721947532,0.0282476829101452,0.0638912340150215,0.2433441796514321,0.1720559506606709,0.1750814634878721,0.1013716674608922,0.1223029567923812,0.066618519065144,0.0445272216386984,0.0472644625606084,0.0401366328327317,0.048188900067541,0.0493625544239089,0.0474838268173103,0.0405130017086003,0.0346318496668307,0.0384392561790674,0.0460146374957162,0.0482057738495591,0.0476973245805418,0.0555025256118792,0.047806472228328,0.0398193524199299,0.0518397871670113,0.0484353398703789,0.0426021503504865,0.0371387946449743,0.0428978801916757,0.0485635283778105,0.040710328102808,0.038527654455396,0.047767642064082,0.0342452752218667,0.0438835658997591,0.0370616090388056,0.0287198407241948,0.0397219743012824,0.031661789253871,0.0299184227004656,0.02950196562578,0.02977182725139
1,25931.986768031737,30239.07262100446,47944.89079600157,75839.83569438482,100001.3014547165,125208.21909065798,147501.54739660356,156880.69800542443,162124.51665183145,165052.149289381,160892.0958883199,156536.53270779212,149459.07241094293,141036.45894815872,131879.309217457,121432.92603858828,112550.9093028846,103680.62491614612,96404.57490185618,89381.9013246759,82917.02622436991,76586.24251939479,71053.85582603083,66004.85066139347,61624.98210195315,57432.947569116746,53320.10664021328,49279.53481457797,46016.26728744386,43292.24593000294,40558.64832145921,38432.2557463914,36165.11083990839,34299.22448296917,32743.88278246176,31077.54840339952,29664.14774656376,28678.017046527253,27946.5590144631,26991.97999028421,26304.14474654604,24495.56281246387,26220.865006587668,37318.67314587162,61206.3562693133,82103.70708035625,105882.19657645863,129076.84033535876,142918.96008167585,150011.97295953138,155171.0759970782,153680.70202578662,148544.64876809862,140698.64964416507,131725.6242568371,123299.7920446016,113477.74288450832,104422.77294485984,97024.44376391626,89782.62951259218,82857.04666445158,76122.6971758029,71150.55640703764,66267.17641577107,61374.9417855536,57337.16033599436,53428.48670394687,49435.2961277392,45368.018082275055,42639.704922623096,40027.03874638593,37687.21874366301,35690.78221657569,34015.58993409407,32088.32807593412,30405.213427557406,28927.450806909703,28000.890121321798,26974.712241416044,26129.60019860774,25486.48408156001,24864.03252838755,0.0586401695100871,0.1532446627297485,0.2847426436785167,0.2390843094903891,0.217987652577533,0.1825238155145734,0.1427421605097782,0.0976898930398715,0.0807438463299703,0.0636785768791654,0.0469245244684217,0.0538012241165959,0.0622637302414306,0.0706835495663888,0.0695825761794626,0.0701034665641553,0.0778387331498733,0.0686031364263828,0.073755306847359,0.0787483373218478,0.0892549699451101,0.076396958602273,0.0722330370653996,0.0754364687141693,0.0747825971993079,0.0749499211414883,0.0785837411074843,0.0862174919170895,0.079188220719353,0.0815750374217185,0.0761910714963283,0.0768118085274831,0.0631922277396648,0.0689003304193089,0.0769167222087225,0.0743272406145181,0.0594001697101567,0.0631445032616886,0.0695364185462039,0.0590703646649108,0.0579194954203141
2,27556.7909513747,32148.20676439647,51930.23373375478,78717.61681777266,108890.44592070112,132962.30818863242,153010.63534652742,165531.32572713104,173959.4493461054,176555.7976499261,174130.79462371336,168436.60528709608,160943.17312177084,151594.46331677865,142014.32047758266,131380.96046186145,122188.56308386772,111939.02349206495,104561.02397692444,96109.01918594226,88763.53683440569,82380.110976378,76514.0533823047,71150.55640703764,66589.76610293944,62023.18795495277,57420.9586499072,53406.79253690654,49221.29955502149,46264.84679463165,43414.57354426832,41191.02799295336,38864.93617942276,36843.524763756126,34961.309578773755,33388.80704485901,32104.63733650416,30726.15863447144,29673.65938590008,28818.8178243176,28196.74094529272,27261.50785610344,28449.892485177745,40203.24581205699,63373.14167205258,95375.68745523196,120379.65062996776,141928.94210620289,157426.94516445318,167731.7696605105,171026.69295114282,170859.6766406338,164051.45414411958,156684.99497869497,147276.29394899655,135685.66397288695,126430.63012185866,116969.7022256247,107669.2131429788,99586.6775709566,92264.02512944333,85052.06959468739,78643.24582529927,73696.57429872132,68464.70874751263,63929.37555408569,59095.91975097025,54955.572579521584,51194.01461857186,47314.61649577138,44275.79479220604,42102.19051855682,39714.04486841457,37680.47337278107,35578.19203553565,34068.52950851452,32405.6265100064,31103.571468478127,29954.50930480343,29117.58824762014,28311.43566965741,27730.61561525095,0.0108315026751224,0.1299939632863473,0.2916925657326119,0.2421289956733667,0.1417002469503856,0.1045247888062259,0.0780791646571443,0.0514802631418132,0.0371288021237701,0.0323288990939139,0.0191450554478083,0.0267303399768961,0.0271766811088378,0.0293201930330859,0.0466420424928628,0.0391545176610406,0.0446172022236688,0.0396567433200805,0.0499499182751987,0.0416738165401364,0.0436375888018383,0.0475166698915241,0.0382308012332164,0.0392296660375786,0.0416145242432877,0.0495341847003651,0.044861439061856,0.0432233716152423,0.0402979713345137,0.044924139967686,0.0311713715972343,0.037190448100477,0.0314343929526454,0.0355648405898945,0.0262054184063362,0.0303398094941635,0.0321849170613917,0.0257607067375418,0.0190974312003806,0.0179214562122673,0.0168090509244018
3,29449.552637429057,35785.59957369497,57537.21093320024,87544.65280423204,117786.8381038794,142271.0418742435,164418.03844415568,179566.04258983006,186566.2782325113,189372.95391589016,186945.4869404809,180525.51964131507,171697.20494911473,163317.74967033177,152441.91002447158,140068.14125790924,130770.84437785132,120683.92536847774,111392.34208742484,102622.56176454284,94698.32920020793,87760.57798558778,81476.52793869033,76424.85651320856,71086.07918075775,66516.2794225699,61295.99860806145,56403.0002499534,52996.79785735925,49435.33831709101,46569.23998149207,43908.65766135015,41374.16222363183,39318.51186366072,37352.072798770605,35728.44550192947,33904.184134556606,32649.170742935967,31598.811594326275,30679.97443335464,29895.09777105939,27883.34484874121,29826.1802794608,36639.99109646764,51564.290205412326,64517.04655887911,80702.05894855855,92519.77027511087,107900.33147183798,120277.82313903948,127216.9536723585,132457.9116814381,136530.17025535487,139443.7191247145,138241.9233658903,137341.50589418432,130505.25889222493,120176.721050355,111665.26213803329,101817.5321478244,94987.79403406168,87372.58253381822,81126.72864722148,75910.42481917623,70334.46095488254,65614.07659722236,61230.37493976293,56344.44941879431,52116.14027028597,48873.85909477041,45883.850229194,43170.38461781119,40648.17865853884,38557.538305990485,36389.36027442157,34779.05069128844,33137.889258706404,31866.53388361963,30700.458664327707,29761.99216125531,28965.31934440585,28348.269983258124,0.0561700110651737,0.1998049779890187,0.5703391079357345,0.6977767454082617,0.8256700265469463,0.7629171266241237,0.7771124804488023,0.6641843462426882,0.5511278252587204,0.4885826806041247,0.4113576498932407,0.3222390282211975,0.2313011014540829,0.1813908957131065,0.1099478561267668,0.0732758392026302,0.0881545380411676,0.0807651641859414,0.0940389119400302,0.0803763031673669,0.0838449139757797,0.0817714389447836,0.0733246208643005,0.0865919134893609,0.0833967780591617,0.0863281416781642,0.0878799817966717,0.0822558991789264,0.08435877254125,0.0774017016914885,0.0787311809651696,0.0802121794976511,0.0730498896295912,0.0804947261273532,0.0739819533983618,0.0781750528224256,0.0639432659472385,0.0634750151427723,0.0617169517120619,0.0591968301319605,0.0545651564880251
4,29356.802642877665,34074.41804953924,49867.11211721609,80586.7797837877,110340.1139319138,137016.15042873996,162227.368383978,171361.45340311222,177786.45656749024,182100.50583364852,177668.72106509216,176032.08655341697,165216.0427960831,157055.08764772618,148411.03170603263,138944.17822235916,127349.79167182876,119773.2218458202,112428.15422857773,102460.7671898357,93620.7783619776,87180.3549851942,80013.82518757036,75839.83569438482,69738.85300626291,65473.81114678437,60016.05373253193,55871.07751730138,52022.14216548504,47945.8694141021,45822.23181275961,43296.37621178862,40410.240167344105,38307.85894003848,36561.16891991842,34936.93436120966,33898.336374306455,32867.032623865605,31904.303059697508,30861.101195677904,30381.06922280057,8378.419542039292,10023.30869420618,13711.227383260912,22280.06032787583,32275.439628334905,42259.31148932087,47535.65152149609,53930.95595466071,55500.81121164162,54887.93696442543,54165.93674368036,51709.42184460021,50144.6020294073,46354.37024808573,42615.79533103965,39289.954208830335,35715.86733559996,33200.569884561555,30113.73355169402,28046.28238424898,25695.8451074018,23845.762036472883,21852.46372748167,20474.22277477072,19076.806262620885,18037.923162881874,16492.144244507417,15100.503145887684,14358.95790947913,13378.193830603082,12684.222207316052,11890.466435657385,11280.787777985985,10705.102150976974,10219.591510803768,9885.616686506904,9497.312215405776,9144.70145239376,8903.238891912504,8667.194033204154,8518.32773396536,2.5038592297244016,2.399517972467059,2.6369546447822314,2.616991094183038,2.4187021215675464,2.2422712438976813,2.412751549447412,2.1774228802317968,2.2033127568088315,2.317678089298082,2.280082128106482,2.40425555486653,2.294792183198346,2.3881398195504984,2.482535772315763,2.536379235360161,2.5656362611945385,2.6075652394604045,2.733451185505797,2.6532744620505744,2.6434208709878053,2.6560104412620134,2.661547099924707,2.704161888276323,2.655688066765625,2.6297865644264,2.6390691739504897,2.699948073088991,2.6229747655393845,2.583882101066906,2.612537770453918,2.641268107191365,2.582217923308788,2.5784673887060863,2.5775567821147574,2.534117847083415,2.5692557647330267,2.5941066851627155,2.583449062416896,2.5606796245069106,2.5665532216682982
0,21692.64984844873,25595.07933804747,42290.834419752005,62667.76109091215,86391.43968422561,107266.43598615917,123167.28763942464,131994.93982504774,138736.60511965846,140110.12481486754,137627.1723160384,133508.50531802364,126213.600360993,118409.1698300792,110012.33191590077,102540.89631050498,94602.39165906997,87329.47228748961,80337.95301630505,74826.71346357775,68756.1087547655,63971.1243140615,59183.30190227224,55215.92248477337,51719.65811260848,47954.27879606978,44233.8699620097,41054.39830106233,38425.33809235252,35778.6959083273,33781.6215794874,31915.04796195825,30208.820107363084,28635.90176698029,27314.084951128323,26191.765662237493,25145.17397474493,24179.012894488405,23278.684855380918,22650.02446733245,22086.408690819237,21156.57167941184,22948.002366683417,32923.21597091472,51624.82179318434,71223.09866080721,94602.13390538028,112214.7846242327,124780.88014325438,133040.11382092978,135126.6660831406,132264.63855059637,124482.46039810091,118872.45452500136,112920.31441620002,105621.2984604707,98103.8062283737,90569.17690420334,83016.90234977506,76944.1739460649,70097.08019508256,65283.76436901296,60891.45080160705,56134.76698475599,52814.784422624594,49650.55838831313,45804.64761777909,42306.64383653212,39454.5458620856,36686.95513886278,34448.21081755172,32610.235473647102,30685.098906333653,29151.040840645772,27632.38237587128,26266.634578274003,25358.77902179734,24100.737235526583,23314.30374571229,22595.214837948726,21973.90648274944,21515.24107171508,0.0253386123782315,0.1153510849906116,0.2845292652185891,0.2139075528815817,0.2129694061143854,0.1338690953149697,0.0976030302234056,0.0578138227067421,0.0428178474531077,0.0368799059148008,0.0405439717237094,0.0725085678018975,0.0617564924130313,0.0486082193647496,0.0415733712748611,0.0452285212237564,0.0445318693702232,0.0519480950944712,0.044107031061495,0.0674726144845472,0.0531884829147613,0.050576451569342,0.0543074298027124,0.045463369554533,0.0416732417813527,0.0469304162369828,0.0455537464263096,0.0405492549469217,0.0473842254531571,0.0386227632495121,0.0359208110222606,0.0400829425180939,0.0362861577567559,0.036316788666955,0.0398776009820724,0.0328480578549996,0.0433362983468719,0.0370892117649082,0.0302484407576553,0.0307691299730339,0.026547116864753
1,26649.37909456606,31743.585728159705,49203.60303880354,72556.96571137372,104699.95855966264,127377.24180146203,145359.37174525709,157969.45887145432,166008.7898437109,167784.47716069818,166383.14344381395,159572.52121526573,153725.8207742617,144261.06193188144,135565.54097094637,126577.05769208953,116775.3057324642,107065.89396898753,101207.1631095048,92055.57555995598,85927.71683193465,78996.7726429057,73764.77655028185,68053.5758779035,63874.63122517982,60271.598408458005,54820.41587901699,50908.540158501615,47480.21657642649,44318.09708894515,41774.76086120107,39289.954208830335,37279.14976113774,35348.253283771526,33747.09986385306,32191.810752938774,30932.23739530844,29454.39578296339,28561.305057721125,27610.1190317478,27026.55932358881,24717.31576370888,26845.66809570787,36493.10507529741,48720.51838858766,64898.85024056233,81030.32956030118,96404.57490185618,107842.4862208646,116066.51285421132,127744.00406342756,135325.89915916865,142014.32047758266,137790.8840825222,131879.309217457,124001.6036252198,114226.83057711126,105228.2637336484,97149.24766598531,89939.15362916654,82558.64070539782,77196.6449287538,71312.13160721914,66237.99348546626,61573.91724181778,58061.06931504963,53428.5109509282,49435.2961277392,46425.621344835134,42735.5339629008,40410.03882284871,38047.03737908709,35816.45730812186,33968.62060955741,32082.893296650986,30767.163587050814,29391.456012301227,28237.95714319775,27296.5443681213,26450.778759341767,25671.549091661916,25172.739658212435,0.0781663894788256,0.1824472244456794,0.3482986152392389,0.4892486392010462,0.613279097727748,0.5719699338834654,0.5078057435888172,0.4648165524293293,0.4302901479622381,0.3134430722665442,0.229499633681474,0.1236368323887073,0.1156457976000511,0.0938870000752587,0.0932563532055377,0.1081201942886875,0.1097332749691988,0.1020764086315646,0.125284806734985,0.1150325971141774,0.1131017016508804,0.1077606413171445,0.1136324134949393,0.1052338218248858,0.1001283989205361,0.1280793219899931,0.1089326892543096,0.0965613099794346,0.1110242969619756,0.0967100844230504,0.0979767082775007,0.0969804710395187,0.0974584511285361,0.101778850084615,0.0968544360084082,0.0952778501162214,0.0954134266316681,0.0790521827869967,0.07979070550556,0.0755143342991921,0.0736439374715249
