Setting,Timestamp,Channel_0,Channel_1,Channel_2,Channel_3
180,15087,5612,3945,17643,16453,
180,16372,5353,3920,17643,16458,
180,17656,5211,3925,17644,16463,
180,18941,5148,3925,17644,16462,
180,20227,5126,3913,17645,16467,
180,21513,5146,3924,17645,16467,
180,22797,5179,3932,17646,16470,
180,24084,5261,3918,17645,16462,
180,25368,5325,3920,17645,16469,
170,12471,12570,4600,17643,16399,
170,13753,5038,4593,17643,16380,
170,15036,4366,4596,17643,16390,
170,16321,4122,4596,17643,16387,
170,17605,4004,4605,17645,16390,
170,18889,3938,4609,17645,16381,
170,20175,3912,4604,17645,16385,
170,21461,3902,4595,17645,16384,
170,22746,3961,4600,17646,16391,
170,24033,3995,4607,17645,16384,
170,25317,4032,4585,17644,16392,
60,11908,6062,11010,17643,14162,
60,13189,19,11111,17644,14317,
60,14470,19,11204,17644,14348,
60,15755,19,11188,17643,14357,
60,17041,19,11187,17644,14363,
60,18325,18,11190,17645,14370,
60,19608,19,11196,17645,14362,
60,20895,19,11205,17645,14373,
60,22180,19,11205,17645,14378,
60,23466,18,11199,17645,14384,
60,24751,19,11204,17645,14369,
50,11856,6143,11341,17642,14105,
50,13138,19,11417,17645,14216,
50,14421,19,11403,17644,14244,
50,15704,18,11439,17644,14256,
50,16989,18,11455,17645,14256,
50,18273,19,11474,17645,14259,
50,19556,19,11443,17645,14256,
50,20844,18,11448,17644,14268,
50,22129,19,11467,17646,14261,
50,23415,19,11463,17646,14271,
50,24700,18,11446,17646,14268,
40,11805,6300,11551,17642,14082,
40,13086,19,11660,17644,14199,
40,14370,19,11703,17644,14215,
40,15652,18,11726,17643,14235,
40,16938,18,11720,17643,14228,
40,18222,18,11720,17645,14237,
40,19507,18,11714,17644,14230,
40,20792,18,11726,17645,14245,
40,22077,18,11747,17645,14244,
40,23363,19,11738,17646,14250,
40,24648,18,11727,17646,14253,
30,11753,6508,11847,17642,14087,
30,13035,19,11952,17644,14207,
30,14319,19,12033,17644,14234,
30,15601,19,12009,17644,14242,
30,16886,19,12004,17643,14250,
30,18170,19,11997,17646,14258,
30,19455,18,12001,17645,14247,
30,20741,18,12003,17645,14256,
30,22026,18,12007,17646,14264,
30,23312,19,12032,17646,14253,
30,24597,19,12016,17646,14266,
10,11650,5823,12699,17642,14270,
10,12933,4042,13011,17644,14419,
10,14216,3779,13106,17643,14464,
10,15498,3632,13109,17644,14471,
10,16783,3581,13113,17644,14467,
10,18067,3542,13109,17645,14470,
10,19352,3438,13112,17646,14475,
10,20638,3437,13137,17644,14476,
10,21923,3542,13127,17644,14482,
10,23209,3467,13118,17645,14482,
10,24493,3488,13130,17646,14474,
20,11703,6625,12162,17642,14125,
20,12983,19,12293,17644,14249,
20,14267,19,12340,17644,14284,
20,15549,19,12353,17643,14291,
20,16835,19,12316,17644,14289,
20,18119,19,12364,17646,14303,
20,19404,19,12363,17645,14294,
20,20689,19,12354,17645,14301,
20,21974,19,12354,17645,14310,
20,23260,19,12347,17645,14298,
20,24545,19,12362,17646,14307,
70,11959,6117,11072,17641,15084,
70,13241,20,11165,17644,15115,
70,14522,20,11169,17644,15102,
70,15807,20,11121,17644,15088,
70,17092,19,11132,17644,15120,
70,18376,19,11134,17645,15185,
70,19659,19,11135,17645,15128,
70,20946,19,11147,17644,15115,
70,22232,19,11150,17645,15185,
70,23518,19,11150,17646,15180,
70,24803,19,11168,17645,15126,
80,12009,7218,10518,17642,15104,
80,13292,27,10575,17644,15212,
80,14573,25,10627,17644,15202,
80,15858,23,10602,17643,15133,
80,17144,23,10602,17644,15233,
80,18428,23,10639,17644,15196,
80,19711,23,10626,17645,15205,
80,20998,23,10601,17645,15223,
80,22283,23,10615,17645,15207,
80,23569,23,10589,17646,15182,
80,24854,23,10600,17646,15225,
90,12058,5939,9936,17643,14940,
90,13344,37,10094,17645,15670,
90,14625,31,10068,17643,15688,
90,15910,35,10090,17644,15689,
90,17195,34,10085,17644,15636,
90,18479,35,10077,17644,15608,
90,19762,29,10122,17646,15673,
90,21049,29,10115,17645,15651,
90,22335,28,10117,17646,15655,
90,23621,29,10068,17646,15626,
90,24906,30,10087,17647,15571,
100,12110,5677,9402,17643,15489,
100,13393,105,9411,17643,15532,
100,14676,84,9475,17644,15521,
100,15960,77,9438,17644,15572,
100,17246,72,9467,17644,15553,
100,18529,70,9453,17644,15432,
100,19814,66,9499,17646,15575,
100,21101,67,9485,17645,15603,
100,22386,71,9475,17646,15507,
100,23672,67,9484,17645,15578,
100,24957,65,9519,17646,15545,
110,12161,5135,8827,17642,15078,
110,13445,120,8872,17644,15166,
110,14728,95,8858,17644,15081,
110,16012,89,8860,17644,15103,
110,17298,85,8871,17644,15002,
110,18580,82,8849,17645,15040,
110,19865,84,8849,17645,15070,
110,21152,88,8858,17645,15020,
110,22438,81,8855,17645,15028,
110,23724,82,8857,17646,15047,
110,25009,82,8869,17645,14947,
120,12213,4295,8200,17643,14812,
120,13496,132,8198,17644,14837,
120,14779,101,8223,17643,14851,
120,16063,90,8217,17643,14854,
120,17349,86,8210,17644,14843,
120,18632,86,8211,17645,14844,
120,19917,87,8235,17645,14856,
120,21204,83,8217,17646,14841,
120,22489,84,8213,17646,14853,
120,23775,85,8204,17645,14850,
120,25060,85,8211,17645,14851,
130,12264,4839,7460,17643,15919,
130,13547,253,7474,17643,15916,
130,14831,209,7448,17644,15955,
130,16115,209,7474,17643,15953,
130,17401,203,7484,17644,16048,
130,18683,190,7470,17645,15975,
130,19968,184,7473,17645,15942,
130,21255,180,7468,17645,16055,
130,22541,186,7455,17646,15971,
130,23827,193,7444,17646,16041,
130,25112,182,7482,17646,15988,
140,12316,8430,6746,17643,15672,
140,13599,1120,6765,17644,15685,
140,14882,849,6783,17643,15683,
140,16166,821,6772,17643,15695,
140,17452,840,6762,17642,15687,
140,18735,818,6725,17645,15698,
140,20020,766,6763,17645,15696,
140,21307,773,6765,17645,15692,
140,22592,780,6614,17646,15696,
140,23878,786,6756,17645,15702,
140,25162,776,6727,17646,15699,
150,12367,9039,5970,17643,15784,
150,13650,1534,6041,17644,15827,
150,14933,1301,6001,17644,15875,
150,16218,1212,6046,17643,16085,
150,17502,1157,6029,17644,16169,
150,18786,1133,6040,17644,16175,
150,20072,1125,6045,17644,16163,
150,21358,1123,6043,17645,16183,
150,22643,1118,6026,17647,16177,
150,23930,1140,6026,17646,16166,
150,25214,1141,6025,17645,16194,
160,12418,11155,5298,17644,16367,
160,13702,2971,5312,17643,16399,
160,14984,2580,5321,17644,16385,
160,16269,2742,5325,17642,16399,
160,17553,2693,5312,17644,16376,
160,18838,2645,5321,17645,16380,
160,20124,2599,5324,17645,16379,
160,21410,2595,5320,17644,16378,
160,22694,2604,5313,17646,16369,
160,23981,2635,5328,17646,16372,
160,25265,2658,5311,17645,16377,
