185,58550911,25758
187,58550912,25774
190,58550913,25774
192,58550914,25794
195,58550915,25816
197,58550916,25834
200,58550917,25846
202,58550918,25848
205,58550919,25844
210,58550920,25844
212,58550921,25836
215,58550922,25827
217,58550923,25793
220,58550924,25763
222,58550925,25753
225,58550926,25765
227,58550927,25765
230,58550928,25798
232,58550929,25839
235,58550930,25879
237,58550931,25918
240,58550932,25955
242,58550933,25994
245,58550934,26027
247,58550935,26027
250,58550936,26051
140,58550937,26064
150,58550938,26077
152,58550939,26079
155,58550940,26061
157,58550941,26030
160,58550942,26030
162,58550943,25974
165,58550944,25902
167,58550945,25841
170,58550946,25804
172,58550947,25786
175,58550948,25781
177,58550949,25781
180,58550950,25782
182,58550951,25788
185,58550952,25796
187,58550953,25811
190,58550954,25829
192,58550955,25844
195,58550956,25844
197,58550957,25855
200,58550958,25857
202,58550959,25851
205,58550960,25844
210,58550961,25833
212,58550962,25814
215,58550963,25814
217,58550964,25775
220,58550965,25749
222,58550966,25752
225,58550967,25776
227,58550968,25813
230,58550969,25850
232,58550970,25890
235,58550971,25890
237,58550972,25928
240,58550973,25968
242,58550974,26003
245,58550975,26033
247,58550976,26054
250,58550977,26063
140,58550979,26057
150,58550981,26061
152,58550982,26065
155,58550983,26044
157,58550984,25983
160,58550985,25915
162,58550986,25861
165,58550987,25861
167,58550988,25832
170,58550989,25818
172,58550990,25808
175,58550991,25807
177,58550992,25807
180,58550993,25815
182,58550994,25825
185,58550995,25837
187,58550996,25846
190,58550997,25850
192,58550998,25842
195,58550999,25828
197,58551000,25828
200,58551001,25810
202,58551002,25793
205,58551003,25757
210,58551004,25719
212,58551005,25700
215,58551006,25710
217,58551007,25710
220,58551008,25738
222,58551009,25778
225,58551011,25819
227,58551012,25860
230,58551013,25901
232,58551014,25942
235,58551015,25978
237,58551016,25978
240,58551017,26005
242,58551018,26023
245,58551019,26028
247,58551020,26012
250,58551021,26012
140,58551023,26006
150,58551024,25980
152,58551025,25967
155,58551026,25956
157,58551027,25945
160,58551028,25940
162,58551029,25937
165,58551030,25932
167,58551031,25926
170,58551032,25924
172,58551033,25925
175,58551034,25928
177,58551035,25928
180,58551036,25928
182,58551037,25925
185,58551038,25914
187,58551039,25893
190,58551041,25866
192,58551042,25842
195,58551043,25805
197,58551044,25749
200,58551045,25749
202,58551046,25708
205,58551047,25695
210,58551048,25704
212,58551049,25730
215,58551050,25763
217,58551051,25798
220,58551052,25798
222,58551053,25834
225,58551053,25873
227,58551054,25910
230,58551055,25944
232,58551056,25971
235,58551057,25971
237,58551058,25989
240,58551059,25993
242,58551060,25990
245,58551061,25986
247,58551062,25977
250,58551064,25921
140,58551065,25921
150,58551066,25931
152,58551067,25962
155,58551068,25977
157,58551069,25977
160,58551070,25982
162,58551071,25980
165,58551072,25976
167,58551073,25975
170,58551074,25975
172,58551075,25975
175,58551076,25973
177,58551077,25968
180,58551078,25956
182,58551079,25934
185,58551080,25903
187,58551081,25871
190,58551082,25842
192,58551083,25842
195,58551084,25786
197,58551084,25730
200,58551085,25697
202,58551087,25693
205,58551089,25711
210,58551090,25771
212,58551091,25771
215,58551092,25838
217,58551093,25876
220,58551094,25876
222,58551095,25912
225,58551096,25944
227,58551097,25965
230,58551098,25972
232,58551099,25970
235,58551100,25966
237,58551101,25966
240,58551102,25963
242,58551103,25937
245,58551104,25907
247,58551105,25898
250,58551106,25910
140,58551108,25936
150,58551109,25974
152,58551110,26015
155,58551111,26033
157,58551112,26038
160,58551113,26041
162,58551114,26041
165,58551115,26041
167,58551116,26035
170,58551117,26024
172,58551118,26002
175,58551119,25973
177,58551120,25937
180,58551121,25900
182,58551122,25851
185,58551123,25851
187,58551124,25785
190,58551125,25733
192,58551126,25703
195,58551127,25698
197,58551128,25713
200,58551129,25736
202,58551130,25736
205,58551131,25762
210,58551132,25790
212,58551133,25826
215,58551134,25860
217,58551135,25894
220,58551136,25922
222,58551137,25922
225,58551138,25938
227,58551139,25943
230,58551140,25942
232,58551141,25940
235,58551142,25929
237,58551143,25896
240,58551144,25896
242,58551145,25877
245,58551146,25881
247,58551147,25902
250,58551148,25933
140,58551149,25969
150,58551150,26010
152,58551151,26010
155,58551152,26037
157,58551153,26048
160,58551154,26054
162,58551155,26054
165,58551156,26047
167,58551157,26031
170,58551158,26002
172,58551159,26002
175,58551161,25967
177,58551162,25928
180,58551163,25887
182,58551164,25822
185,58551165,25754
187,58551166,25712
190,58551167,25694
192,58551168,25694
195,58551169,25697
197,58551170,25735
200,58551171,25759
202,58551172,25789
205,58551173,25789
210,58551174,25823
212,58551175,25857
215,58551176,25885
217,58551177,25906
220,58551178,25915
222,58551179,25917
225,58551180,25917
227,58551181,25915
230,58551182,25912
232,58551183,25886
235,58551184,25858
237,58551185,25851
240,58551186,25867
242,58551187,25898
245,58551188,25898
247,58551189,25934
250,58551190,25968
140,58551192,26028
150,58551193,26064
152,58551194,26088
155,58551195,26088
157,58551196,26096
160,58551197,26089
162,58551198,26071
165,58551199,26040
167,58551200,26002
170,58551201,25957
172,58551202,25957
175,58551203,25900
177,58551204,25826
180,58551205,25767
182,58551206,25729
185,58551207,25716
187,58551208,25722
190,58551209,25722
192,58551210,25735
195,58551211,25751
197,58551212,25771
200,58551213,25799
202,58551214,25828
205,58551215,25855
210,58551216,25876
212,58551217,25876
215,58551218,25888
217,58551219,25890
220,58551220,25891
222,58551221,25887
225,58551222,25872
227,58551223,25837
230,58551224,25837
232,58551225,25819
235,58551226,25821
237,58551227,25847
240,58551228,25884
242,58551229,25922
245,58551230,25959
247,58551231,25959
250,58551232,25992
140,58551233,26023
150,58551234,26059
152,58551235,26086
155,58551236,26097
157,58551237,26091
160,58551238,26091
162,58551239,26066
165,58551240,26030
167,58551241,25991
170,58551242,25948
172,58551243,25875
175,58551244,25803
177,58551245,25803
180,58551246,25756
182,58551247,25732
185,58551248,25727
187,58551249,25732
190,58551250,25743
192,58551251,25759
195,58551252,25759
197,58551253,25782
200,58551254,25808
202,58551255,25834
205,58551256,25859
210,58551257,25878
212,58551258,25882
215,58551259,25879
217,58551261,25873
220,58551262,25873
222,58551263,25866
225,58551264,25840
227,58551265,25810
230,58551266,25801
232,58551267,25818
235,58551268,25849
237,58551269,25849
240,58551270,25924
242,58551271,25960
245,58551272,25992
247,58551273,26026
250,58551274,26026
140,58551275,26056
150,58551276,26080
152,58551277,26099
155,58551278,26096
157,58551279,26075
160,58551280,26042
162,58551281,26004
165,58551282,26004
167,58551283,25948
170,58551284,25871
172,58551285,25808
175,58551286,25771
177,58551287,25754
180,58551288,25753
182,58551289,25753
185,58551290,25760
187,58551291,25771
190,58551292,25784
192,58551293,25804
195,58551294,25827
197,58551295,25848
200,58551296,25848
202,58551297,25866
205,58551298,25873
210,58551299,25870
212,58551301,25863
215,58551302,25856
217,58551303,25839
220,58551304,25800
222,58551305,25800
225,58551306,25778
227,58551307,25782
230,58551308,25805
232,58551309,25840
235,58551310,25917
237,58551311,25917
240,58551312,25953
242,58551313,25990
245,58551314,26024
247,58551315,26052
250,58551316,26071
140,58551317,26080
150,58551318,26080
152,58551319,26087
155,58551320,26078
157,58551321,26054
160,58551322,26015
162,58551323,25945
165,58551324,25873
167,58551325,25873
170,58551326,25822
172,58551327,25796
175,58551328,25785
177,58551329,25780
180,58551330,25784
182,58551331,25791
185,58551332,25791
187,58551333,25801
190,58551334,25818
192,58551335,25836
195,58551336,25850
197,58551337,25860
200,58551338,25859
202,58551339,25849
205,58551340,25849
210,58551341,25842
212,58551342,25831
215,58551343,25799
217,58551344,25764
220,58551345,25751
222,58551346,25765
225,58551347,25765
227,58551348,25799
230,58551349,25839
232,58551350,25878
235,58551351,25915
237,58551352,25953
240,58551353,25992
242,58551354,25992
245,58551355,26023
247,58551356,26049
250,58551357,26063
140,58551359,26061
150,58551361,26071
152,58551362,26062
155,58551363,26062
157,58551364,26019
160,58551365,25951
162,58551366,25892
165,58551367,25852
167,58551368,25829
170,58551369,25821
172,58551370,25818
175,58551371,25815
177,58551372,25818
180,58551373,25827
182,58551374,25839
185,58551375,25849
187,58551376,25849
190,58551377,25854
192,58551378,25852
195,58551379,25842
197,58551380,25829
200,58551381,25813
202,58551382,25788
205,58551383,25788
210,58551384,25746
212,58551385,25716
215,58551386,25712
217,58551387,25731
220,58551388,25766
222,58551389,25804
225,58551390,25804
227,58551391,25846
230,58551392,25884
232,58551393,25925
235,58551394,25966
237,58551395,26000
240,58551396,26023
242,58551397,26023
245,58551398,26034
247,58551399,26033
250,58551400,26027
140,58551401,26022
150,58551402,26028
152,58551403,25992
155,58551404,25944
157,58551405,25944
160,58551406,25906
162,58551407,25883
165,58551408,25871
167,58551409,25864
170,58551411,25860
172,58551412,25858
175,58551413,25862
177,58551414,25862
180,58551415,25869
182,58551416,25877
185,58551417,25879
187,58551418,25878
190,58551419,25868
192,58551420,25851
195,58551421,25831
197,58551422,25808
200,58551423,25769
202,58551424,25723
205,58551425,25698
210,58551426,25698
212,58551427,25700
215,58551428,25725
217,58551429,25759
220,58551430,25800
222,58551431,25840
225,58551432,25877
227,58551433,25919
230,58551434,25919
232,58551435,25956
235,58551436,25988
237,58551437,26007
240,58551438,26015
242,58551439,26014
245,58551441,26009
247,58551442,26003
250,58551443,26003
140,58551444,25947
150,58551445,25953
152,58551446,25957
155,58551447,25956
157,58551448,25956
160,58551449,25957
162,58551450,25957
165,58551451,25951
167,58551452,25947
170,58551453,25948
172,58551454,25948
175,58551455,25948
177,58551456,25948
180,58551457,25942
182,58551458,25928
185,58551459,25907
187,58551461,25880
190,58551462,25852
192,58551463,25817
195,58551464,25817
197,58551465,25759
200,58551466,25715
202,58551467,25698
205,58551468,25707
210,58551469,25730
212,58551470,25758
215,58551471,25789
217,58551472,25822
220,58551473,25862
222,58551474,25903
225,58551475,25937
227,58551476,25963
230,58551477,25963
232,58551478,25980
235,58551479,25983
237,58551480,25978
240,58551481,25974
242,58551482,25965
245,58551483,25934
247,58551484,25934
250,58551485,25912
140,58551487,25933
150,58551488,25976
152,58551489,26006
155,58551490,26018
157,58551491,26018
160,58551492,26022
162,58551493,26023
165,58551494,26022
167,58551495,26020
170,58551496,26012
172,58551497,25999
175,58551498,25973
177,58551499,25973
180,58551500,25940
182,58551501,25905
185,58551502,25871
187,58551503,25813
190,58551504,25752
192,58551505,25713
195,58551506,25713
197,58551507,25702
200,58551508,25713
202,58551509,25735
205,58551510,25761
210,58551511,25791
212,58551512,25824
215,58551513,25824
217,58551514,25862
220,58551515,25898
222,58551516,25927
225,58551517,25948
227,58551518,25959
230,58551519,25960
232,58551521,25954
235,58551522,25954
237,58551523,25951
240,58551524,25928
242,58551525,25897
245,58551526,25886
247,58551527,25898
250,58551528,25927
140,58551529,25958
150,58551531,25996
152,58551532,26031
155,58551533,26048
157,58551534,26054
160,58551535,26056
162,58551536,26051
165,58551537,26051
167,58551538,26038
170,58551539,26015
172,58551540,25943
175,58551541,25903
177,58551542,25903
180,58551543,25851
182,58551544,25780
185,58551545,25725
187,58551546,25694
190,58551547,25688
192,58551548,25699
195,58551549,25719
197,58551551,25719
200,58551552,25743
202,58551553,25770
205,58551553,25802
210,58551554,25837
212,58551555,25868
215,58551556,25868
217,58551557,25895
220,58551558,25912
222,58551559,25915
225,58551560,25912
227,58551561,25911
230,58551562,25901
232,58551563,25867
235,58551564,25867
237,58551565,25847
240,58551566,25853
242,58551567,25879
245,58551568,25913
247,58551569,25948
250,58551570,25984
140,58551571,25984
150,58551572,26017
152,58551573,26053
155,58551574,26073
157,58551575,26081
160,58551576,26077
162,58551577,26066
165,58551578,26066
167,58551579,26041
170,58551581,26005
172,58551581,25967
175,58551582,25927
177,58551583,25860
180,58551584,25788
182,58551585,25741
185,58551587,25721
187,58551588,25720
190,58551589,25732
192,58551591,25746
195,58551592,25765
197,58551593,25791
200,58551594,25821
202,58551595,25821
205,58551596,25851
210,58551597,25875
212,58551598,25892
215,58551599,25897
217,58551600,25895
220,58551601,25890
222,58551602,25884
225,58551603,25861
227,58551604,25830
230,58551605,25820
232,58551606,25832
235,58551607,25832
237,58551608,25862
240,58551609,25901
242,58551610,25941
245,58551611,25975
247,58551612,26006
250,58551613,26040
140,58551614,26040
150,58551615,26069
152,58551616,26094
155,58551617,26104
157,58551618,26092
160,58551619,26070
162,58551621,26033
165,58551622,25993
167,58551623,25993
170,58551624,25941
172,58551625,25866
175,58551626,25799
177,58551627,25757
180,58551628,25740
182,58551629,25740
185,58551630,25745
187,58551631,25755
190,58551632,25769
192,58551633,25791
195,58551634,25815
197,58551635,25839
200,58551636,25839
202,58551637,25858
205,58551638,25868
210,58551639,25870
212,58551640,25864
215,58551641,25857
217,58551642,25844
220,58551643,25844
222,58551644,25810
225,58551645,25789
227,58551646,25790
230,58551647,25814
232,58551648,25851
235,58551649,25891
237,58551650,25891
240,58551651,25929
242,58551652,25963
245,58551653,25999
247,58551654,26033
250,58551655,26061
140,58551656,26081
150,58551657,26097
152,58551658,26097
155,58551659,26095
157,58551661,26077
160,58551662,26044
162,58551663,26005
165,58551664,25938
167,58551665,25866
170,58551666,25809
172,58551667,25809
175,58551668,25778
177,58551669,25766
180,58551670,25767
182,58551671,25774
185,58551672,25774
187,58551673,25787
190,58551674,25806
192,58551675,25825
195,58551676,25842
197,58551677,25854
200,58551678,25857
202,58551679,25857
205,58551680,25852
210,58551681,25842
212,58551682,25834
215,58551683,25807
217,58551684,25772
220,58551685,25762
222,58551686,25774
225,58551687,25774
227,58551688,25805
230,58551689,25845
232,58551690,25884
235,58551691,25921
237,58551692,25957
240,58551693,25996
242,58551694,25996
245,58551695,26030
247,58551696,26055
250,58551697,26068
140,58551698,26072
150,58551699,26081
152,58551701,26076
155,58551702,26054
157,58551703,26054
160,58551704,26009
162,58551705,25939
165,58551706,25875
167,58551707,25829
170,58551708,25807
172,58551709,25800
175,58551710,25799
177,58551711,25798
180,58551712,25802
182,58551713,25813
185,58551714,25829
187,58551715,25842
190,58551716,25842
192,58551717,25849
195,58551718,25854
197,58551719,25847
200,58551721,25834
202,58551722,25821
205,58551723,25800
210,58551724,25757
212,58551725,25757
215,58551726,25726
217,58551727,25721
220,58551728,25740
222,58551729,25777
225,58551730,25815
227,58551731,25853
230,58551732,25891
232,58551733,25933
235,58551734,25973
237,58551735,26006
240,58551736,26032
242,58551737,26032
245,58551738,26046
247,58551739,26044
250,58551740,26038
140,58551741,26030
150,58551742,26039
152,58551743,26008
155,58551744,26008
157,58551745,25958
160,58551746,25915
162,58551747,25889
165,58551748,25878
167,58551749,25874
170,58551750,25870
172,58551751,25869
175,58551752,25869
177,58551753,25873
180,58551754,25881
182,58551755,25889
185,58551756,25893
187,58551757,25894
190,58551758,25885
192,58551759,25885
195,58551761,25869
197,58551762,25848
200,58551763,25832
202,58551764,25790
205,58551765,25747
210,58551766,25725
212,58551767,25729
215,58551768,25729
217,58551769,25753
220,58551770,25821
222,58551771,25858
225,58551772,25896
227,58551773,25896
230,58551774,25936
232,58551775,25971
235,58551776,26001
237,58551777,26022
240,58551778,26028
242,58551779,26023
245,58551780,26015
247,58551781,26015
250,58551782,26011
140,58551783,25990
150,58551784,25977
152,58551785,25961
155,58551786,25944
157,58551787,25938
160,58551788,25938
162,58551789,25934
165,58551791,25930
167,58551792,25924
170,58551793,25922
172,58551794,25923
175,58551795,25926
177,58551796,25927
180,58551797,25927
182,58551798,25924
185,58551799,25915
187,58551800,25892
190,58551801,25869
192,58551802,25845
195,58551803,25812
197,58551804,25812
200,58551805,25758
202,58551806,25715
205,58551807,25701
210,58551808,25708
212,58551809,25732
215,58551810,25765
217,58551811,25798
220,58551812,25838
222,58551813,25878
225,58551814,25918
227,58551815,25953
230,58551816,25980
232,58551817,25980
235,58551818,25998
237,58551819,25999
240,58551820,25993
242,58551821,25991
245,58551822,25982
247,58551823,25951
250,58551824,25951
140,58551825,25927
150,58551826,25937
152,58551827,25965
155,58551828,25979
157,58551829,25985
160,58551830,25984
162,58551831,25984
165,58551832,25980
167,58551833,25979
170,58551834,25979
172,58551835,25978
175,58551836,25972
177,58551837,25963
180,58551838,25963
182,58551839,25943
185,58551841,25916
187,58551842,25885
190,58551843,25855
192,58551844,25801
195,58551845,25743
197,58551846,25707
200,58551847,25701
202,58551848,25701
205,58551849,25715
210,58551850,25771
212,58551851,25804
215,58551852,25804
217,58551853,25841
220,58551854,25880
222,58551855,25916
225,58551856,25947
227,58551857,25971
230,58551858,25981
232,58551859,25979
235,58551861,25974
237,58551862,25974
240,58551863,25969
242,58551864,25947
245,58551865,25916
247,58551866,25902
250,58551867,25912
140,58551868,25938
150,58551869,25976
152,58551870,26017
155,58551871,26037
157,58551872,26044
160,58551873,26048
162,58551874,26047
165,58551875,26047
167,58551876,26042
170,58551877,26034
172,58551878,26014
175,58551879,25984
177,58551880,25949
180,58551881,25916
182,58551882,25916
185,58551883,25870
187,58551884,25802
190,58551885,25746
192,58551886,25718
195,58551887,25713
197,58551888,25727
200,58551889,25727
202,58551891,25748
205,58551892,25774
210,58551893,25804
212,58551894,25838
215,58551895,25874
217,58551896,25905
220,58551897,25932
222,58551898,25932
225,58551899,25947
227,58551900,25947
230,58551901,25944
232,58551902,25933
235,58551903,25901
237,58551904,25901
240,58551905,25881
242,58551906,25883
245,58551907,25903
247,58551908,25935
250,58551909,25971
140,58551910,26005
150,58551911,26005
152,58551912,26041
155,58551913,26062
157,58551914,26075
160,58551915,26077
162,58551916,26072
165,58551917,26058
167,58551918,26058
170,58551919,26031
172,58551920,25997
175,58551921,25959
177,58551922,25918
180,58551923,25853
182,58551924,25786
185,58551925,25786
187,58551926,25741
190,58551927,25724
192,58551928,25723
195,58551929,25736
197,58551930,25756
200,58551931,25781
202,58551932,25809
205,58551933,25809
210,58551934,25842
212,58551935,25874
215,58551936,25903
217,58551937,25926
220,58551938,25937
222,58551939,25937
225,58551940,25937
227,58551941,25932
230,58551942,25928
232,58551943,25906
235,58551944,25875
237,58551945,25864
240,58551946,25878
242,58551947,25878
245,58551948,25907
247,58551949,25942
250,58551950,25975
140,58551951,26007
150,58551952,26044
152,58551953,26073
155,58551954,26073
157,58551955,26087
160,58551956,26088
162,58551957,26079
165,58551958,26061
167,58551959,26030
170,58551960,25990
172,58551961,25990
175,58551962,25949
177,58551963,25898
180,58551964,25827
182,58551965,25763
185,58551966,25728
187,58551967,25719
190,58551968,25726
192,58551969,25726
195,58551970,25741
197,58551971,25761
200,58551972,25784
202,58551973,25815
205,58551974,25845
210,58551975,25876
212,58551976,25876
215,58551977,25900
217,58551978,25916
220,58551979,25923
222,58551980,25923
225,58551981,25915
227,58551982,25905
230,58551983,25905
232,58551984,25874
235,58551985,25851
237,58551986,25851
240,58551987,25875
242,58551988,25912
245,58551989,25950
247,58551990,25950
250,58551991,25983
140,58551993,26013
150,58551994,26043
152,58551995,26077
155,58551996,26101
157,58551997,26109
160,58551998,26103
162,58551999,26103
165,58552000,26048
167,58552001,26008
170,58552002,25967
172,58552003,25899
175,58552004,25825
177,58552005,25825
180,58552006,25771
182,58552007,25745
185,58552008,25741
187,58552009,25747
190,58552010,25757
192,58552011,25773
195,58552012,25773
197,58552013,25796
200,58552014,25825
202,58552015,25851
205,58552016,25876
210,58552017,25895
212,58552018,25903
215,58552019,25903
217,58552020,25905
220,58552021,25901
222,58552022,25897
225,58552023,25874
227,58552024,25844
230,58552025,25831
232,58552026,25841
235,58552027,25841
237,58552028,25872
240,58552029,25909
242,58552030,25949
245,58552031,25982
247,58552032,26014
250,58552033,26047
140,58552034,26047
150,58552035,26077
152,58552036,26103
155,58552037,26110
157,58552038,26100
160,58552039,26076
162,58552040,26042
165,58552041,26042
167,58552042,26001
170,58552043,25946
172,58552044,25872
175,58552045,25809
177,58552046,25769
180,58552047,25753
182,58552048,25753
185,58552049,25753
187,58552051,25764
190,58552052,25776
192,58552053,25795
195,58552053,25817
197,58552054,25843
200,58552055,25843
202,58552056,25866
205,58552057,25885
210,58552058,25896
212,58552059,25897
215,58552061,25891
217,58552062,25887
220,58552063,25876
222,58552064,25842
225,58552065,25842
227,58552066,25816
230,58552067,25813
232,58552068,25833
235,58552069,25869
237,58552070,25908
240,58552071,25944
242,58552072,25977
245,58552073,26012
247,58552074,26044
