Setting,Timestamp,Channel_0,Channel_1,Channel_2,Channel_3
130,723,864,7576,17623,14750,
130,1291,569,7574,17623,14768,
130,1856,428,7579,17624,14776,
130,2425,355,7582,17625,14782,
130,2993,312,7556,17625,14782,
130,3561,288,7558,17625,14795,
130,4130,269,7585,17625,14794,
130,4695,256,7581,17626,14790,
130,5263,247,7576,17626,14795,
130,5831,239,7579,17626,14789,
130,6399,233,7584,17627,14794,
130,6965,228,7574,17628,14794,
130,7533,225,7559,17627,14801,
130,8097,220,7600,17627,14799,
130,8663,220,7572,17627,14803,
130,9231,215,7577,17627,14802,
130,9796,214,7568,17628,14804,
130,10363,213,7581,17629,14802,
130,10929,211,7571,17628,14801,
130,11496,209,7562,17627,14800,
130,12065,207,7584,17628,14801,
130,12632,207,7581,17628,14804,
140,207,14550,6805,17623,15703,
140,775,2269,6814,17624,15684,
140,1342,1590,6869,17625,15694,
140,1908,1207,6816,17625,15743,
140,2476,1066,6825,17624,15687,
140,3043,931,6814,17625,15719,
140,3613,864,6844,17625,15758,
140,4181,835,6829,17626,15668,
140,4747,804,6841,17626,15708,
140,5315,765,6837,17626,15704,
140,5882,763,6825,17625,15670,
140,6450,726,6830,17626,15718,
140,7017,704,6831,17627,15688,
140,7584,701,6869,17627,15714,
140,8148,691,6828,17627,15699,
140,8715,690,6838,17627,15687,
140,9280,654,6830,17629,15666,
140,9848,684,6835,17628,15667,
140,10415,683,6838,17628,15696,
140,10980,645,6819,17628,15730,
140,11548,644,6838,17627,15703,
140,12117,652,6840,17628,15671,
140,12683,653,6839,17628,15708,
150,258,14741,6067,17624,15648,
150,827,5098,6054,17624,15655,
150,1393,3712,6079,17625,15656,
150,1960,3104,6126,17624,15663,
150,2528,2745,6083,17625,15668,
150,3095,2443,6087,17625,15666,
150,3664,2338,6083,17625,15669,
150,4233,2136,6077,17626,15670,
150,4799,2060,6087,17626,15671,
150,5366,2049,6081,17627,15672,
150,5934,1934,6090,17626,15666,
150,6502,1904,6064,17626,15671,
150,7068,1906,6096,17627,15672,
150,7635,1861,6087,17626,15671,
150,8200,1810,6074,17628,15672,
150,8766,1808,6085,17626,15666,
150,9331,1790,6088,17629,15670,
150,9900,1828,6083,17628,15670,
150,10466,1806,6057,17629,15673,
150,11032,1797,6083,17628,15668,
150,11600,1806,6078,17628,15674,
150,12168,1800,6061,17627,15669,
150,12732,1821,6083,17628,15674,
