experiment_id,channel_id,baseline_140,baseline_150,baseline_152,baseline_155,baseline_157,baseline_160,baseline_162,baseline_165,baseline_167,baseline_170,baseline_172,baseline_175,baseline_177,baseline_180,baseline_182,baseline_185,baseline_187,baseline_190,baseline_192,baseline_195,baseline_197,baseline_200,baseline_202,baseline_205,baseline_210,baseline_212,baseline_215,baseline_217,baseline_220,baseline_222,baseline_225,baseline_227,baseline_230,baseline_232,baseline_235,baseline_237,baseline_240,baseline_242,baseline_245,baseline_247,baseline_250,max_reaction_R_140,max_reaction_R_150,max_reaction_R_152,max_reaction_R_155,max_reaction_R_157,max_reaction_R_160,max_reaction_R_162,max_reaction_R_165,max_reaction_R_167,max_reaction_R_170,max_reaction_R_172,max_reaction_R_175,max_reaction_R_177,max_reaction_R_180,max_reaction_R_182,max_reaction_R_185,max_reaction_R_187,max_reaction_R_190,max_reaction_R_192,max_reaction_R_195,max_reaction_R_197,max_reaction_R_200,max_reaction_R_202,max_reaction_R_205,max_reaction_R_210,max_reaction_R_212,max_reaction_R_215,max_reaction_R_217,max_reaction_R_220,max_reaction_R_222,max_reaction_R_225,max_reaction_R_227,max_reaction_R_230,max_reaction_R_232,max_reaction_R_235,max_reaction_R_237,max_reaction_R_240,max_reaction_R_242,max_reaction_R_245,max_reaction_R_247,max_reaction_R_250,responsivity_140,responsivity_150,responsivity_152,responsivity_155,responsivity_157,responsivity_160,responsivity_162,responsivity_165,responsivity_167,responsivity_170,responsivity_172,responsivity_175,responsivity_177,responsivity_180,responsivity_182,responsivity_185,responsivity_187,responsivity_190,responsivity_192,responsivity_195,responsivity_197,responsivity_200,responsivity_202,responsivity_205,responsivity_210,responsivity_212,responsivity_215,responsivity_217,responsivity_220,responsivity_222,responsivity_225,responsivity_227,responsivity_230,responsivity_232,responsivity_235,responsivity_237,responsivity_240,responsivity_242,responsivity_245,responsivity_247,responsivity_250
20240726125519s1c1r13,1,25764.77925097364,29821.07797224397,47860.892769899336,71816.29672062253,99586.6775709566,122154.07336041986,139984.7091567196,153773.82811243462,159471.60774684823,161917.82654481634,160433.64892742864,154253.3081285444,146827.27571844726,139067.9348623413,131534.07408974494,121159.64322887061,112674.70960028407,103571.31138900465,96305.91433895072,89271.22283791206,82221.92897587418,76282.52648043854,70477.47636522201,65484.50567311143,61282.75740117602,58158.557829163634,53039.7290177064,49719.54696369307,46042.842522102,42488.60353321265,40603.38004054884,38156.55600475881,36165.27455093957,34269.686397774334,32716.054200905164,31360.42615910306,29841.045151104707,28913.24700727537,27829.31354359925,27009.32814716093,26446.572182666205,24015.330254263004,25772.921179198274,36686.95513886278,60315.77430022618,78940.82848234923,100470.66768905697,115405.05537688496,135565.54097094637,145317.00187146693,148452.9449307548,147727.27272727274,141716.1348966551,133548.30463176256,126322.05641849109,117555.54719158921,107784.77230740839,98154.42017533955,90140.9536466353,83484.08926789742,76496.26516082842,71247.44029114368,66208.75691847976,62506.26647908616,58636.985833466635,55102.524941576994,50224.27345115263,47222.72877070257,43933.83072528383,40918.51820885769,38850.87622844207,36810.83896391899,35052.93839137899,33132.21663369228,31407.91971729215,30183.76834539864,28748.314773155827,27534.60531238309,26666.372335846176,25785.064030167105,25015.821460067735,24541.229448554972,0.07284717629065662,0.15707015766272647,0.30457522541029625,0.1906718856521954,0.2615357538744818,0.21581826985036145,0.21298593635749685,0.13431353580767658,0.09740502276465257,0.09070134391973284,0.08601239273951689,0.08846680189966993,0.09943197050160446,0.10089986503722281,0.11890997262233705,0.12408868743829893,0.14793311802979425,0.14899285173993349,0.15358405635723638,0.16700106404182113,0.15403344512988304,0.152151619073021,0.12752657189664207,0.11677816897158144,0.11215878884228414,0.15797708623356743,0.12318221327804246,0.1316915949029589,0.12523240179638373,0.09363308264608605,0.10302783591395981,0.08854086863494226,0.09154406874676035,0.09111608493148915,0.08389561656215672,0.09086137419040408,0.08376513164270216,0.0842587301763893,0.07928037374817021,0.07968983510197303,0.07763843853484786
20240726125555s1c2r13,2,27279.02611211237,31181.906477004828,45177.69858774826,72840.0020843017,104533.77069820475,127487.7191761025,145758.1793452591,158567.88252157,168273.07001322616,170637.6443105663,168491.01605340498,162124.0938533697,154928.4142757588,147006.68754045106,136813.4368419288,127964.78170439388,118277.27278073879,110012.6728703391,101312.79710347207,93647.51035075309,87265.15537423792,81593.57928701713,75488.32880096424,70748.84397809181,65369.646819340356,61060.45861323451,56519.934848596626,52294.864051990626,48854.70188405521,45751.954830411,42912.036322511485,40454.5337421732,38390.72957779433,36415.13631951292,34646.204578067205,33217.45191204345,31694.84344565519,30415.33125911904,29425.32417825104,28710.765276193008,27973.73718748566,26824.24050974282,27955.602881416995,38935.33923724101,59408.82468289645,91091.16485248812,109007.77320530407,127597.11941032349,144894.71758170193,157969.50360717176,163640.8787682057,162540.77789911348,157374.2562094251,150847.17905721744,142099.80867346938,134215.50094517955,123229.9491705984,113539.81250741662,105033.07960175828,97124.14251267638,89872.02274260668,82817.15009896478,76657.04528735303,71963.5665625353,67033.18506835174,62277.23101176542,58489.197645420456,53810.249405005874,49748.83185366675,46569.16887831192,43875.44548512615,41145.416321566685,38879.03399569893,37027.333058654884,35126.44229832967,33440.4451353199,32055.756269999678,30782.57812060328,29614.97877537477,28701.38604609391,27955.602881416995,27366.796205145292,0.01695427694231899,0.11540812084336993,0.16032631210611203,0.2260805103130079,0.14757310291821857,0.16952869898547052,0.14233126906677063,0.09436620718873456,0.06522503502749899,0.042756831881056945,0.03660766381950453,0.030181795665637834,0.027055429501888995,0.03453121374890222,0.019356451963103538,0.03842274191999073,0.04172510213554137,0.04740976164329713,0.04312681154687148,0.042009598681887805,0.05370874595368069,0.06439765557306876,0.0489798158539847,0.055430141145036194,0.04965564071065898,0.043961296638087344,0.050356307089308494,0.05117772826933664,0.04907824341283673,0.04276900951173235,0.0429360098616578,0.04052311964974642,0.03682135348445681,0.0366872913071683,0.0360569196333389,0.0362398451079744,0.02963576739666629,0.027025259407235325,0.025223107030249325,0.027012917517081902,0.022178006434902198
20240726125630s1c3r13,3,29046.092033331042,33092.53945524696,48953.0623684732,76424.99577616144,107698.20121950677,134142.24462891603,153061.211431113,165955.7177086304,177140.41618395585,180046.89777473354,177610.24396364109,172542.12864603655,165051.7119855858,155949.02024127368,147682.09615707275,137097.9348647456,125709.51247215326,117589.66468784423,107987.18707396208,100183.85163793241,93175.28243453756,85843.77875809737,80280.4925463882,75069.48931931307,69781.81061375416,65513.264129181065,60067.04269421141,55546.58348137254,52211.35711349917,48548.84199558782,46193.63744144647,43251.572871732926,40558.64832145921,38752.64887196293,36856.62539350307,35503.39722097571,33764.17806969128,32554.788265904233,31334.086593903245,30445.709427898713,29654.142116983912,27499.164206092904,29367.2952708419,41752.32755074765,54596.16950449463,70797.69771230007,93261.50422184027,113758.30794944326,127082.2673565335,138220.16750988725,149757.51004106624,154561.74801451754,155671.3257375643,154784.2658615029,145757.5640670428,136328.41075450566,126322.11524142584,117099.74190492321,107726.9271000189,99612.56304684465,92613.01710479884,85843.77875809737,79052.80308669711,73459.93085563785,69049.22134679102,64264.282894362295,59585.052857708164,55500.81121164162,51214.48960577306,47526.554912939755,45177.70307870502,42385.595101866806,39968.554869444415,37951.53177869226,36050.5334909143,34263.599432383126,32799.804896142705,31376.24313705418,30369.83462188986,29386.621328767607,28551.99859970001,28000.890121321794,0.056253630679269584,0.1268500946392488,0.17246307547701267,0.399823402809784,0.5212105011826644,0.4383452824204199,0.3454947967328843,0.3058920112200718,0.28158154757904286,0.20225621890589252,0.14912160508794625,0.10837450525033487,0.06633391363738461,0.06992059890314306,0.08328187308669155,0.08530430006436385,0.0735251028496764,0.09155313210287974,0.0840719661352265,0.08174698082200016,0.08540518349151349,0.08590429948388545,0.09284737422573941,0.08718806461677553,0.08585683167836144,0.09949158366326771,0.08227323858668201,0.08458727030076951,0.09857230782119908,0.07461952881955658,0.08984284237198192,0.08214002265061504,0.06869595034977483,0.0749535476841039,0.0756787379048458,0.08242708556937028,0.07610646444210656,0.07194486473889161,0.06627047197253644,0.06632498322616898,0.059042837156209504
20240726125706s1c4r13,4,29464.094800721177,33044.35511980813,49027.861185138245,69656.36301486375,99277.29794086241,126213.600360993,149276.8659967996,159472.746254092,168186.44602708222,170704.5162768625,168843.234714385,165227.33675521694,160790.03403584662,155754.14386087246,149092.24618610129,139862.10430947226,128637.22134987166,118773.49412254099,109806.06279466895,102540.89631050498,94674.61163697887,87458.50629307253,82163.28194697137,76282.48021768028,70764.84936620218,66165.16985789349,61651.41891498164,56707.99561907604,52591.07477978531,49572.321788394904,46336.506747926105,44192.32951524384,41481.5009868417,39786.60951912324,37898.42647576493,36069.56381146881,34586.045246850146,33308.75994817952,32235.516141124343,31098.457283223208,30425.67571300351,7782.5013986864005,9524.081655056045,15610.898626383732,25570.755471314325,36402.23142204384,44376.87205769941,48777.9902235951,51719.692421345,53255.44057794275,52900.313116467194,50888.50492540807,47916.836667477066,44808.8687933675,41860.185796283105,38328.574906435344,35547.03783002849,32246.57648784703,29405.964291503547,27384.44330181335,25013.33793457043,23357.10628016176,21301.628402073366,19918.487007646567,18633.073473634846,17403.226817130504,16118.977374390251,14748.591974263418,13840.37286760184,13034.744808800939,12097.170861367704,11625.520315925154,10926.510232785105,10348.203219405861,9897.759283892072,9425.97319024965,9078.685232466481,8763.261609062254,8467.696227995364,8222.66049400374,8042.639497936721,7910.864686729481,2.785941471940421,2.4695581491855325,2.1406174851636686,1.724063553499831,1.727231108166181,1.8441301630472822,2.060332443229503,2.0834047688241224,2.1581082458782888,2.226909373882786,2.3179051921818874,2.4482104463995817,2.5883528945423047,2.7208182643733596,2.8898458017302593,2.9345642519704764,2.989174522087701,3.03909536667903,3.0097971532398393,3.099448725265302,3.053353634709034,3.105719273769693,3.1249760544277017,3.093929019580014,3.0661912937057325,3.1047994746252554,3.1801562496653624,3.0972881411179785,3.034683881519207,3.0978442279181193,2.9857576683645117,3.0445053886138593,3.0085703872776612,3.019759258428646,3.0206380509301214,2.972994204323735,2.946709203692386,2.9336271698146414,2.920326780441883,2.866697903244486,2.846061956291927
20240726125741s1c0r14,0,21573.10896712875,25105.88408282634,38654.75697171596,61836.916781005326,84352.34632954554,103489.84384607332,120109.29286607813,129002.3992010176,135086.89288480347,136046.63917828258,133979.2453663385,129450.60855352413,123720.20051176568,116420.15160896535,108802.57312545742,101180.6815534727,93199.15270009791,85843.83621761305,80204.1751966753,73595.02111367897,68479.99999999999,62939.365158978704,58637.157859635394,55091.18841597802,51637.12667675536,47609.70249183516,44058.32444241223,41092.335755274835,38122.30237834838,35522.28834551228,33694.59158032836,31614.86243213982,29984.313367441282,28738.894855477232,27252.75987522017,26262.447422054014,24918.380668026664,24074.776722341783,23253.813431158436,22749.7911959646,22099.705174660477,20750.42636786818,22975.545134509055,33656.42893477134,53190.449085535096,74481.67881393488,93758.59826314278,108248.32539969031,121987.19073696501,129450.57776561491,131037.68689714008,128704.63400330057,123755.33339093943,117850.35881143896,109953.67480173212,102702.7090834374,95084.55897723728,88194.69100585111,80606.00576400389,74861.29030692572,68418.86345197159,63212.01212938947,59033.60988225656,54529.14179481218,50766.62137583924,47851.46012184183,44444.07555754948,41130.2314589695,38170.277423781976,35671.9846712577,33371.63477783842,31535.006111666204,30014.088991781253,28306.83633745327,27148.0489508821,25809.474601480648,24678.89665550496,23732.374398958214,22742.89176649076,22203.00432489732,21598.865960979892,21112.67682067154,0.03964653953012198,0.0927220196885572,0.14851034988387357,0.1625567718288281,0.13252477216939362,0.10379043376500618,0.10957183330636311,0.05750774668775782,0.04354028553965783,0.038225280068277856,0.040982295656135204,0.046020442162225894,0.04980758446156708,0.0588109203161562,0.059393409350715354,0.0641126450162619,0.05674334404000336,0.06498064758281585,0.07137046219540388,0.07565395565714028,0.08333839871806958,0.06616155245312338,0.07533615842114805,0.08518524422026874,0.07911287440914605,0.07122719720396908,0.07119077329685641,0.0765532379828151,0.06869025454210287,0.06444555629327664,0.06848216426580067,0.053334067237453375,0.05926049135234912,0.05859890364399245,0.05592075375516248,0.06416618978773592,0.04997419344271403,0.0585626915664883,0.04732733871887751,0.05328637332459718,0.046750507402383734
20240726125817s1c1r14,1,25981.203719619978,29730.221710155252,44817.372507281165,72773.0540901385,100890.49355643989,121706.8645640074,141375.93280205247,153821.62287162727,160790.03403584662,162953.1200630822,161609.12827654366,156291.3413892671,148955.2876824868,141249.1191047479,130809.12143918278,122916.20292672838,113602.24382576806,104229.6422530286,96305.91433895072,89182.57490822708,82419.67306434832,76692.85447063224,71393.42077797953,66722.36534432112,62065.366811062086,58097.93941572186,53428.48670394687,50424.212622462415,46461.44680727399,43545.57635501382,40648.17865853884,38557.2533198136,36634.97696253573,34706.60608359355,33024.680802151044,31662.811215525086,30344.633981839135,29089.486857720527,28055.521197261387,27397.77561636859,26704.695760657098,24231.39217960198,25952.529539001873,35892.634796495775,54570.10550519229,71397.86018342353,85672.36095892759,101538.7966815619,116594.05898446828,127446.19125716375,134421.23433332035,136465.8488595568,136711.55974825652,132825.39916259336,127817.53645758629,119806.762257093,111362.0875295469,102138.17759291016,94842.90623676713,87890.49194150143,80875.67137511121,74517.67346361541,69876.19869529604,64941.414874047594,60387.13159455658,56262.7521298758,52368.71463083902,48226.684180896984,44715.141885598256,41867.95774986073,39218.68274095004,37040.50610332458,34754.8714742381,33251.62852564533,31662.789577206717,29994.21012891628,28804.69193680358,27703.778435699158,26755.82237531773,25882.904454716023,25271.466877431103,24694.253945264434,0.07221258799529462,0.14556161723951422,0.24865094918182828,0.33356997235811137,0.4130744716613184,0.4206082708792769,0.3923341365313271,0.3192921166945406,0.26163075137648417,0.2122572811600003,0.18424594597922406,0.14321964928982722,0.1214367780679404,0.10508403634910146,0.0918342084771464,0.10375268328295228,0.11224075564134273,0.09897140849762986,0.095748950899609,0.10271201947230124,0.10604195264618932,0.09755332863856947,0.0993511754624603,0.10491032745684525,0.10313421333872275,0.10940166901688664,0.10786150056549748,0.1276764535707069,0.10971371197174151,0.11032735705694341,0.09739803622419863,0.10940572311982222,0.10174985668088388,0.09613229115409339,0.10103518846503001,0.09922408769349489,0.0953247425173227,0.08722080935010257,0.08394022186909167,0.08413871459263844,0.08141334497688679
20240726125852s1c2r14,2,27252.758019070636,30813.448400194564,48663.18537997899,73044.88866273833,99923.41716514471,127964.78170439388,145890.90998791056,159976.9059048195,168055.52711860937,171585.98485171254,170138.56159864264,163161.13335378992,155802.62332650064,146648.21486515776,137627.10325796914,128149.1848439138,120446.70231381211,110191.30247773693,102005.3424686821,94218.6389171836,87890.49194150143,81262.58764765767,75698.9548502302,70128.4433674941,65990.3392726568,60839.1163643121,56473.054008422434,52273.79390881144,48482.341936494486,45646.844500583386,42863.75244510913,40603.38004054884,38307.85894003848,36660.94742879228,34604.079008130175,33297.27065907563,31684.154009632253,30623.76443317582,29405.964291503547,28579.930047290123,27905.899371664826,26884.296017706125,27874.329991391067,34890.62770843318,47888.8822093848,62911.86765101622,78255.01525816762,90186.79754519332,101049.51724428654,113263.09012961097,124180.51285718489,131460.1473136383,136570.6514128715,136855.11390305505,136692.74298741252,132535.33015622335,123160.13434788593,114132.85516082171,105732.64516762433,97399.07265640382,90275.84308197607,83257.49677794996,77486.60209449823,71963.5665625353,67435.77798726619,63157.293095564695,58061.11156179353,53997.72148699417,49886.86294486892,46803.729189850375,43842.412283220605,41435.452442138834,39240.08866808945,37139.53660558011,35274.10759178053,33619.12812462263,32213.6560149588,30813.45069375393,29766.88212049762,28818.8178243176,28123.652557519366,27406.41842324588,0.013705473303888605,0.10544175984539317,0.394735164601723,0.5252995119694754,0.5883079122597092,0.6352278672776561,0.6176526272019303,0.5831535891267681,0.483762511920675,0.38174646652528166,0.29422159548266125,0.19470128952180077,0.1384494074285565,0.07283101984910778,0.038418232298844,0.0405086477247214,0.05532015425438819,0.04216916452855246,0.047292748140712604,0.04367498215028842,0.055646582504249364,0.04873081863306461,0.051906658690254126,0.03992932921655257,0.04485699177774061,0.04784622146894302,0.045841425402078695,0.04784688439079399,0.03586493588652173,0.04115722934464028,0.034470481647685514,0.034742311211137356,0.03145764436605347,0.03931608569836387,0.029297335726745644,0.03363836267493636,0.028257247931495755,0.028786431484812747,0.020373717990975537,0.01622397691187394,0.018224962514448384
20240726125927s1c3r14,3,28678.000838136722,32599.131379957744,51512.71327902666,77341.54048184995,108341.58598133203,132729.14996205762,156487.4417261301,168164.2482342062,177551.15300387243,180044.83652138466,177845.49210955517,171921.47531231405,163945.0759215059,155364.73836683662,146157.409555907,135246.28614725132,125064.99389424041,115938.39663941032,107209.07023607525,99509.2101389497,91502.77361837399,85259.4326320175,78903.52006235193,73934.29269268141,69281.85794114921,64460.7560132873,59484.27010505822,55068.553805632524,51409.63285237999,47888.80747217235,45091.5494928196,42544.175787968736,40395.20227557763,38425.33809235252,36660.94742879228,34949.11911448266,33320.12320298355,32213.675833823036,31103.571468478127,30053.892761383737,29319.072901354193,27561.225807955412,28989.045873493356,37781.82041986744,51327.338361710754,65966.59531932476,79956.84654070597,92955.39184153127,105284.1381367105,114258.35077395463,129413.14257982165,135769.41489851847,140995.4522833792,140403.86745027412,139483.36518540196,135405.74624631455,126939.0979603562,117555.54719158921,107611.8919369806,99664.35302184528,92333.68859486762,85238.65524124826,78569.09518059244,74138.90305780021,68817.66464694968,64432.64477450185,60016.05373253193,55363.83152330223,51286.24201123736,47776.89474379711,45005.66433007759,42346.12550412239,40166.42606685277,38033.36250827792,35917.404960677006,34400.441057352116,32878.26928716916,31418.47541264314,30289.17822283998,29444.703128550165,28668.631757077877,27982.76357368572,0.04051978812418988,0.12453274668709713,0.36342592036509913,0.5068293613203467,0.6423704369898506,0.6600098140999759,0.6834681520455228,0.5972420082486352,0.5539446508827561,0.39124074210881266,0.30990836369506836,0.21934057111840932,0.16766780644108104,0.11385854621678404,0.07940330161494225,0.06544231304912462,0.06387998594751543,0.07737532118946366,0.07570126113773346,0.0777129307111959,0.07348917412407086,0.08515227820871818,0.06426608444472293,0.07435050392920495,0.07526019122167638,0.07405855607507394,0.07442473666263005,0.07374905327566061,0.07603545873090711,0.06406178388901007,0.06483294412448526,0.05919744308737984,0.0620991574643357,0.06982500919599399,0.06571155200223933,0.06298536608560634,0.06052641846444162,0.06353746532257731,0.05633842979111203,0.048319745987314366,0.04775473030566246
20240726130003s1c4r14,4,29727.755601102835,33132.69011526947,46625.88678245842,73257.91582351348,104351.80518125882,131648.87723518786,145151.05065238697,160645.99856769995,169596.2154397536,175279.56841166777,175590.28380622927,168055.52711860937,164312.76453553129,157675.91410777552,150336.34587712283,141123.13652693722,129826.3498777542,120751.51421627251,111271.46320128051,102756.80017843202,93482.35700873577,86901.33179593062,82145.24280364084,76282.68840031204,71118.30253548466,66619.20046032124,61638.294648563446,56562.22394558981,53007.545593404,49768.51851851851,46704.38740029895,43652.43889801265,41450.79424569556,40056.324153642614,37815.67470162701,36249.06105383708,34967.42481690453,33303.27122541407,32400.119759111178,31556.26503747784,30772.297189267545,7803.595458322261,9100.298846214138,15702.744724377822,22303.621296931582,34251.73177564645,43850.639730661474,49182.52839002389,51000.464022808075,52591.169054442275,52400.38991854494,50949.193879760016,49066.46548558511,45498.437100610085,41907.38731703602,38383.822018151914,35823.65728086529,32688.197493345928,29576.05944085304,27130.649164634106,25303.17034665624,23225.573221700484,21531.297144360884,20211.630689904978,18880.512985725814,17582.72902239913,16167.814004263106,15118.772852758599,13939.75635800653,13044.966010790635,12269.033855675292,11569.629334401132,10911.473483588172,10398.093459034317,9913.561642893153,9488.071098752787,9052.448089486055,8670.322719249833,8479.805150942791,8220.698341561863,8009.450929689508,7901.554342157449,2.8094947079040633,2.6408353918017946,1.969282606376055,2.284574950776802,2.046613989178051,2.0022110975757474,1.95127264506046,2.149892881285491,2.2248040591033056,2.3450050406902574,2.4463800196843537,2.4250587535794934,2.611393599568897,2.7624849508019262,2.916659102004693,2.93938383846465,2.971658269140778,3.082745183067895,3.1013196007977335,3.0610247162965143,3.024975233825095,3.0360472113353536,3.0642560743339526,3.0402868533277587,3.044781810883002,3.1204828582735544,3.0769376753561586,3.0576192648519536,3.0634483485473867,3.0564333837498596,3.036809309130426,3.0005998239990053,2.986384081755036,3.040558337815778,2.985601953024773,3.0043379089838105,3.0330015328345192,2.927362791079154,2.9412855712396118,2.939878690124036,2.8944612486035806
20240726130038s1c0r15,0,21718.620175703338,24678.90135637493,37094.30111695996,57492.93361664474,81770.5668083624,102524.06992295221,115554.84832075436,128333.98081643737,134294.38447951502,136530.17025535487,134136.68329648027,129151.46506870186,123579.8386748598,116452.47041323791,109834.08982192967,101871.10427441644,94506.04171191547,86773.46386191827,80452.58153883039,74757.5039139142,68709.9777174826,63652.138097621224,58612.31153121878,55204.560243294254,51709.27894283253,48520.26768586955,44376.658889553946,41054.39830106233,38703.66876782412,36389.37253326185,34015.587210467056,32012.361570123336,30379.936775208036,28917.95283089688,27419.642062471292,26179.3415900666,25105.956683916695,24250.18328737321,23428.646541165734,22749.79256114686,22239.813659327152,20833.30448685013,22598.6319954714,30947.697594599365,41407.59669067031,51173.55086004799,62023.18795495277,75295.97634184107,87458.4914267978,96530.45964459742,104949.51874681914,111150.58431513616,114101.48135093834,115682.48949641499,110280.41147247609,103353.67776831772,95765.81374268456,88522.23322363844,80856.1236623068,74241.50440028343,69562.46596264486,64068.62208026963,59083.51445935051,55159.226922889546,51337.57578258023,48198.46480557244,44604.839179753864,40978.75843939448,38633.844914658475,35942.7046885278,33892.50214551846,31871.91730718834,30183.74842779914,28767.06915725358,27279.01867524268,25866.551069074267,24848.534900185936,23717.809397708334,22919.700483245986,22253.218689291072,21657.01373021179,21210.029438516613,0.04249521190514982,0.09205288892355945,0.19861262711295313,0.388463427282141,0.5979068373033696,0.6529958117827657,0.5346749445965004,0.46737016295155387,0.391212524771513,0.30091278059808046,0.20680142279930358,0.1318999853426508,0.06826745528059841,0.05596695603826474,0.06270132029688136,0.06375229628535628,0.06759667340474595,0.073183575115783,0.0836604428846035,0.07468162434119408,0.07244350645465669,0.07732484568794451,0.06260212118557273,0.07532464090418078,0.07284078759401047,0.08778035249352256,0.08291857976089712,0.06265370148249061,0.0768157016346509,0.07367028781241935,0.06725889385999495,0.06058270551446987,0.056066456027821454,0.060080392743072863,0.060042445908216946,0.0535567467147009,0.05852763477990042,0.05804974655317974,0.052820577026923,0.05045842628850661,0.04855175820456381
20240726130114s1c1r15,1,26501.39562764958,28989.227510383957,45629.31090426718,71571.71628795878,98408.06097405804,121604.32951464143,140656.41459556305,151226.94149200147,161403.79658578595,163683.14057969573,161814.83354175676,157077.85561281696,150567.79604835933,141205.90553032357,131649.38560902892,123685.26557244442,113882.64280723096,105060.89150044021,98180.51854357056,90411.01621371643,84188.87846569969,78291.91998081395,72556.96571137372,67360.96897254538,62492.27892104991,58587.658721318774,54350.95391180983,50424.212622462415,46830.95145682119,44528.542731897636,41435.452442138834,38928.33344196879,37206.7192919563,35218.63476594692,33269.63128195849,31818.167991699578,30496.433336813923,29561.318876401117,28510.181807646317,27601.22090949789,27087.2141306971,24306.486744592192,26354.29685349589,30939.28546976637,40321.20364222695,51596.201819241134,63679.78678442004,76514.04175226277,88983.67999309427,95596.12337324518,106099.05155818225,113384.78246597915,117686.30503463476,119907.49009015947,120075.61896167051,119505.32400744045,112061.02350793997,103190.31511053577,94698.32920020793,87717.33321385938,81867.64655317705,74550.49907470198,68910.15662145223,64771.207838210015,60348.55507234465,56778.74757293248,52326.4926018752,48491.73932826425,45264.0722307713,41914.71908431788,39591.247798110795,37425.382719646994,35478.51554935161,33474.929558002084,31834.245486672782,30400.18139935702,28965.321405545532,27730.61561525095,26777.177814750918,26014.084550168827,25295.25428589872,24725.009318731285,0.09030136301148994,0.09998106462622403,0.47480170312452064,0.7750391809485639,0.9072733554848593,0.9096221211656643,0.8383085166377764,0.6994907549759428,0.6883926972185004,0.542738961148354,0.4271300788561192,0.3347165208950129,0.25569967259881876,0.17597482945641185,0.10161941907150829,0.10373135726072347,0.10361755059320976,0.10942708691643444,0.11928298486003208,0.10435587219415221,0.1292865844042137,0.1361448561334586,0.12020399391982162,0.11619853850343875,0.10062799185167615,0.1196557576882038,0.12082912810946422,0.11400079880977132,0.11729131149879723,0.12470672707674635,0.10714839585024993,0.09723681611814872,0.11148013702278714,0.10631284729807677,0.09438923554127743,0.098491798043983,0.09973877824918764,0.10397440241504774,0.09595176231028635,0.09116202579092758,0.09553908682154644
20240726130149s1c2r15,2,27874.329991391067,33717.71386307292,50867.936470384,76966.63930999913,104450.39837250614,132345.10519599437,153774.7211563902,168273.07001322616,174646.39086260705,176730.84560620273,173959.3956907119,166973.82554129683,160535.29539557095,151033.2291558194,141078.7662969979,131995.13140371672,123093.73827104618,113570.96781840222,104506.4343645389,96701.41176979712,88939.6023614596,83620.22322347722,77377.70205715788,72557.64116461857,67107.50716989211,62559.6902064449,58403.51880817492,54063.10309918826,50104.87988697206,47039.901293321884,43991.70314443747,41435.452442138834,39332.8574447282,37532.50438909652,35540.76816278338,33968.623326626715,32411.13326090162,31140.35017013714,30193.768237193006,29381.79298333837,28505.526587020384,26991.97999028421,28404.28634134814,40722.992040552104,55398.726633419574,89515.1978268453,115586.73990843483,137765.00218184228,149282.21499020973,164628.87580698045,167784.77786551148,166384.62337914004,160790.03403584662,153677.98353909465,144261.66540261207,135485.59333346045,125207.8719470162,115491.1149603578,106325.42097585347,98484.31383007063,90977.40858832812,83660.66271787649,77961.03647046084,72739.64414330694,67721.09601247493,63102.63965296225,58834.83273648352,54373.18979787393,50404.16965762617,46885.30505713544,43975.06925207756,41481.5009868417,39375.711487070286,37252.18801292539,35335.88112528925,33839.91014479713,32153.634116049187,30906.30723059389,29811.17907325091,28899.043228509378,28173.872586208556,27512.448016584465,0.03268933962697296,0.1870642852233897,0.24912080182442198,0.38932145172392096,0.16684541740667225,0.14498518861969067,0.11621034893474591,0.1272144509931199,0.060849076485049114,0.053318708970500284,0.04552567513592454,0.038458798410799355,0.04462130292548938,0.046939453626221095,0.04128241849132541,0.05420792919132644,0.06582864243104747,0.06814500968864468,0.061148017387409714,0.06291675340380443,0.06309942417483527,0.07258993734851948,0.06376244987827184,0.07141858943412127,0.06346592692405473,0.06331041148097971,0.07412346094248434,0.07259188012451445,0.068669166723202,0.0696947632686109,0.06051377355877352,0.05230993618349977,0.05585361673469702,0.062164100451288506,0.050261895221011876,0.05644740510596269,0.048689933063828406,0.04458633097403619,0.044801656527035494,0.042873779365393494,0.03609560915252952
