PC1,PC2,PC3,PC4,PC5,channel_id,experiment_id
-2.165615845877357,-0.1578530515924306,0.09109253883466767,0.02026505968483984,-0.01915474873894907,0,02_17_16s1c0r0
-2.468901210661777,-0.0947606704679195,0.03248397065956417,0.04980500214869311,-0.00010901209183333643,1,02_17_51s1c1r0
-2.7616737107745015,-0.0020722251526356875,0.11989521117447509,-0.0375331026276907,-0.09295991771857019,2,02_18_26s1c2r0
-2.064337016628302,-0.004203979181349339,0.1832885394920841,-0.014377928661835989,-0.10912405081962782,3,02_19_01s1c3r0
20.46132578193219,-1.6785960827628015,0.20516915876019512,0.42242500096729946,0.001635966828700931,4,02_19_36s1c4r0
-2.4961962371540154,0.058064544837200034,0.17681995505309772,0.06812479416630102,-0.006720687426080979,0,02_20_11s1c0r1
-2.4439420339502247,-0.03318390557281885,0.06806712764651143,0.016652351826027527,-0.03939722835757172,1,02_20_47s1c1r1
-2.7713430672190253,0.024358951675079565,0.09432797365832159,0.02972307361189013,-0.047839163407288735,2,02_21_22s1c2r1
-2.2652443502360797,-0.06891460947291439,0.11507617757070439,0.038201678494401654,0.010524830848822057,3,02_21_57s1c3r1
18.9726784615873,0.18316445652628216,0.7869075158713948,-0.19736500939836174,-0.8096538865771942,4,02_22_32s1c4r1
-2.579725427286103,-0.054447798623973864,-0.011246959560672086,-0.0012898023031962334,-0.04438016309181936,0,02_23_07s1c0r2
-2.363687822428438,0.12143014741825443,0.2513217504526236,0.028290658721993885,0.021751112223946854,1,02_23_42s1c1r2
-2.609963569441877,-0.2120349824626483,0.1561616003053474,0.012822299166799094,0.0553779221164816,2,02_24_17s1c2r2
-2.3773575079119356,-0.015144090926179273,0.0999303425827126,0.02145323301177035,-0.01828299961546073,3,02_24_53s1c3r2
19.67816474625967,-0.39636409534242906,0.2752252322928778,0.2630973508071682,0.13744615310291491,4,02_25_28s1c4r2
-2.587668055882233,-0.05331773012925117,0.08868685222994101,0.08592817807882291,-0.01815504488200138,0,02_26_03s1c0r3
-2.286670212444173,-0.13578241352453738,0.14432084634765238,-0.03706651691110524,0.03576742622390461,1,02_26_38s1c1r3
-2.5861822663845295,-0.2386034375894403,0.20010323619841533,-0.04628138696401104,0.05377089476655862,2,02_27_13s1c2r3
-2.269171152151879,0.03019543906293998,0.13551337481948575,0.08989607678546335,0.0319685189033555,3,02_27_48s1c3r3
19.027224527204382,-0.4606228769843755,-0.22784606552580716,0.2025997174303013,-0.1275033315665377,4,02_28_23s1c4r3
-2.633432916041978,0.021210894517926012,0.13241132153985766,-0.0022470468670984676,-0.04209971357968353,0,02_28_58s1c0r4
-2.378023823237028,-0.0050323668275386365,0.10493999636027757,0.0500120590318152,0.01574021236666785,1,02_29_34s1c1r4
-2.622801957531399,-0.13180492613309258,0.19259800483744147,0.03578207397814654,0.06827294011788626,2,02_30_09s1c2r4
